2019-04-21-00-00-00  次日数据更新
2019-04-21-00-06-42  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 00:06:42","control":0,"nick":"hHxyhG","balance":400,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-00-06-42  礼物
2019-04-21-00-06-42  重复发送
2019-04-21-00-06-43  {"type":1,"barrage":"辣条","nick":"hHxyhG","sid":"206233794","giftNum":1,"source":1,"optId":20}

2019-04-21-00-06-43  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 00:06:43","control":0,"nick":"hHxyhG","balance":500,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-00-06-43  礼物
2019-04-21-00-06-53  房间人数为 6
2019-04-21-00-07-08  房间人数为 6
2019-04-21-00-07-14  hHxyhG 我的余额
2019-04-21-00-07-14  娃
2019-04-21-00-07-14  {"type":0,"barrage":"我的余额","nick":"hHxyhG","sid":"206233794","giftNum":0,"source":1,"optId":10}

2019-04-21-00-07-14  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-21 00:07:14","control":0,"nick":"hHxyhG","balance":500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-21-00-07-14  
2019-04-21-00-07-15  喵哩喵哩点砍木 #@hHxyhG用户余额为500
2019-04-21-00-07-23  房间人数为 6
2019-04-21-00-07-38  房间人数为 6
2019-04-21-00-07-53  房间人数为 6
2019-04-21-00-07-58  hHxyhG 抓x1y1
2019-04-21-00-07-58  
2019-04-21-00-07-59  喵哩喵哩点砍木 #@hHxyhG 机器被占用
2019-04-21-00-08-08  房间人数为 6
2019-04-21-00-08-23  房间人数为 6
2019-04-21-00-08-38  房间人数为 6
2019-04-21-00-08-52  hHxyhG 抓x1y1
2019-04-21-00-08-52  
2019-04-21-00-08-53  喵哩喵哩点砍木 #@hHxyhG 机器被占用
2019-04-21-00-08-53  房间人数为 6
2019-04-21-00-09-08  房间人数为 6
2019-04-21-00-09-18  hHxyhG 我的余额
2019-04-21-00-09-18  娃
2019-04-21-00-09-18  {"type":0,"barrage":"我的余额","nick":"hHxyhG","sid":"206233794","giftNum":0,"source":1,"optId":10}

2019-04-21-00-09-18  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-21 00:09:18","control":0,"nick":"hHxyhG","balance":500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-21-00-09-18  
2019-04-21-00-09-19  喵哩喵哩点砍木 #@hHxyhG用户余额为500
2019-04-21-00-09-23  房间人数为 6
2019-04-21-00-09-38  房间人数为 6
2019-04-21-00-09-53  房间人数为 6
2019-04-21-00-10-08  房间人数为 6
2019-04-21-00-10-23  房间人数为 6
2019-04-21-00-10-38  房间人数为 7
2019-04-21-00-10-53  房间人数为 7
2019-04-21-00-11-08  房间人数为 7
2019-04-21-00-11-23  房间人数为 7
2019-04-21-00-11-38  房间人数为 7
2019-04-21-00-11-53  房间人数为 7
2019-04-21-00-12-08  房间人数为 7
2019-04-21-00-12-23  房间人数为 7
2019-04-21-00-12-38  房间人数为 7
2019-04-21-00-12-53  房间人数为 7
2019-04-21-00-13-08  房间人数为 7
2019-04-21-00-13-23  房间人数为 7
2019-04-21-00-13-38  房间人数为 7
2019-04-21-00-13-53  房间人数为 7
2019-04-21-00-14-08  房间人数为 7
2019-04-21-00-14-23  房间人数为 7
2019-04-21-00-14-38  房间人数为 8
2019-04-21-00-14-53  房间人数为 8
2019-04-21-00-15-08  房间人数为 8
2019-04-21-00-15-23  房间人数为 8
2019-04-21-00-15-38  房间人数为 7
2019-04-21-00-15-53  房间人数为 7
2019-04-21-00-16-08  房间人数为 7
2019-04-21-00-16-23  房间人数为 7
2019-04-21-00-16-38  房间人数为 7
2019-04-21-00-16-53  房间人数为 7
2019-04-21-00-17-08  房间人数为 7
2019-04-21-00-17-23  房间人数为 7
2019-04-21-00-17-38  房间人数为 7
2019-04-21-00-17-53  房间人数为 7
2019-04-21-00-18-08  房间人数为 7
2019-04-21-00-18-23  房间人数为 7
2019-04-21-00-18-38  房间人数为 7
2019-04-21-00-18-53  房间人数为 7
2019-04-21-00-19-08  房间人数为 7
2019-04-21-00-19-23  房间人数为 7
2019-04-21-00-19-38  房间人数为 7
2019-04-21-00-19-53  房间人数为 7
2019-04-21-00-20-08  房间人数为 7
2019-04-21-00-20-23  房间人数为 7
2019-04-21-00-20-38  房间人数为 7
2019-04-21-00-20-53  房间人数为 7
2019-04-21-00-21-08  房间人数为 7
2019-04-21-00-21-23  房间人数为 7
2019-04-21-00-21-38  房间人数为 7
2019-04-21-00-21-53  房间人数为 7
2019-04-21-00-22-08  房间人数为 7
2019-04-21-00-22-23  房间人数为 7
2019-04-21-00-22-38  房间人数为 7
2019-04-21-00-22-53  房间人数为 7
2019-04-21-00-23-08  房间人数为 7
2019-04-21-00-23-23  房间人数为 7
2019-04-21-00-23-38  房间人数为 7
2019-04-21-00-23-53  房间人数为 7
2019-04-21-00-24-08  房间人数为 7
2019-04-21-00-24-23  房间人数为 7
2019-04-21-00-24-38  房间人数为 7
2019-04-21-00-24-53  房间人数为 7
2019-04-21-00-25-08  房间人数为 7
2019-04-21-00-25-23  房间人数为 7
2019-04-21-00-25-38  房间人数为 6
2019-04-21-00-25-53  房间人数为 6
2019-04-21-00-26-08  房间人数为 6
2019-04-21-00-26-23  房间人数为 6
2019-04-21-00-26-38  房间人数为 6
2019-04-21-00-26-53  房间人数为 6
2019-04-21-00-27-08  房间人数为 6
2019-04-21-00-27-23  房间人数为 6
2019-04-21-00-27-38  房间人数为 6
2019-04-21-00-27-53  房间人数为 6
2019-04-21-00-28-08  房间人数为 6
2019-04-21-00-28-23  房间人数为 6
2019-04-21-00-28-38  房间人数为 6
2019-04-21-00-28-53  房间人数为 6
2019-04-21-00-29-08  房间人数为 6
2019-04-21-00-29-23  房间人数为 6
2019-04-21-00-29-38  房间人数为 7
2019-04-21-00-29-53  房间人数为 7
2019-04-21-00-30-08  房间人数为 7
2019-04-21-00-30-23  房间人数为 7
2019-04-21-00-30-38  房间人数为 7
2019-04-21-00-30-53  房间人数为 7
2019-04-21-00-31-08  房间人数为 7
2019-04-21-00-31-23  房间人数为 7
2019-04-21-00-31-38  房间人数为 7
2019-04-21-00-31-53  房间人数为 7
2019-04-21-00-32-08  房间人数为 7
2019-04-21-00-32-23  房间人数为 7
2019-04-21-00-32-38  房间人数为 7
2019-04-21-00-32-53  房间人数为 7
2019-04-21-00-33-08  房间人数为 7
2019-04-21-00-33-23  房间人数为 7
2019-04-21-00-33-38  房间人数为 7
2019-04-21-00-33-53  房间人数为 7
2019-04-21-00-34-08  房间人数为 7
2019-04-21-00-34-23  房间人数为 7
2019-04-21-00-34-38  房间人数为 7
2019-04-21-00-34-53  房间人数为 7
2019-04-21-00-35-08  房间人数为 7
2019-04-21-00-35-23  房间人数为 7
2019-04-21-00-35-38  房间人数为 7
2019-04-21-00-35-53  房间人数为 7
2019-04-21-00-36-08  房间人数为 7
2019-04-21-00-36-23  房间人数为 7
2019-04-21-00-36-38  房间人数为 7
2019-04-21-00-36-53  房间人数为 7
2019-04-21-00-37-08  房间人数为 7
2019-04-21-00-37-23  房间人数为 7
2019-04-21-00-37-38  房间人数为 7
2019-04-21-00-37-53  房间人数为 7
2019-04-21-00-38-08  房间人数为 7
2019-04-21-00-38-23  房间人数为 7
2019-04-21-00-38-38  房间人数为 7
2019-04-21-00-38-53  房间人数为 7
2019-04-21-00-39-08  房间人数为 7
2019-04-21-00-39-23  房间人数为 7
2019-04-21-00-39-38  房间人数为 7
2019-04-21-00-39-53  房间人数为 7
2019-04-21-00-40-08  房间人数为 7
2019-04-21-00-40-23  房间人数为 7
2019-04-21-00-40-38  房间人数为 8
2019-04-21-00-40-53  房间人数为 8
2019-04-21-00-41-09  房间人数为 8
2019-04-21-00-41-24  房间人数为 8
2019-04-21-00-41-39  房间人数为 8
2019-04-21-00-41-54  房间人数为 8
2019-04-21-00-42-09  房间人数为 8
2019-04-21-00-42-24  房间人数为 8
2019-04-21-00-42-39  房间人数为 8
2019-04-21-00-42-54  房间人数为 8
2019-04-21-00-43-09  房间人数为 8
2019-04-21-00-43-24  房间人数为 8
2019-04-21-00-43-39  房间人数为 7
2019-04-21-00-43-54  房间人数为 7
2019-04-21-00-44-09  房间人数为 7
2019-04-21-00-44-24  房间人数为 7
2019-04-21-00-44-39  房间人数为 7
2019-04-21-00-44-54  房间人数为 7
2019-04-21-00-45-09  房间人数为 7
2019-04-21-00-45-24  房间人数为 7
2019-04-21-00-45-39  房间人数为 7
2019-04-21-00-45-54  房间人数为 7
2019-04-21-00-46-09  房间人数为 7
2019-04-21-00-46-24  房间人数为 7
2019-04-21-00-46-39  房间人数为 7
2019-04-21-00-46-54  房间人数为 7
2019-04-21-00-47-09  房间人数为 7
2019-04-21-00-47-24  房间人数为 7
2019-04-21-00-47-39  房间人数为 7
2019-04-21-00-47-54  房间人数为 7
2019-04-21-00-48-09  房间人数为 7
2019-04-21-00-48-24  房间人数为 7
2019-04-21-00-48-39  房间人数为 7
2019-04-21-00-48-54  房间人数为 7
2019-04-21-00-49-09  房间人数为 7
2019-04-21-00-49-24  房间人数为 7
2019-04-21-00-49-39  房间人数为 7
2019-04-21-00-49-54  房间人数为 7
2019-04-21-00-50-09  房间人数为 7
2019-04-21-00-50-24  房间人数为 7
2019-04-21-00-50-39  房间人数为 7
2019-04-21-00-50-54  房间人数为 7
2019-04-21-00-51-09  房间人数为 7
2019-04-21-00-51-24  房间人数为 7
2019-04-21-00-51-39  房间人数为 7
2019-04-21-00-51-54  房间人数为 7
2019-04-21-00-52-09  房间人数为 7
2019-04-21-00-52-24  房间人数为 7
2019-04-21-00-52-39  房间人数为 7
2019-04-21-00-52-54  房间人数为 7
2019-04-21-00-53-09  房间人数为 7
2019-04-21-00-53-24  房间人数为 7
2019-04-21-00-53-39  房间人数为 7
2019-04-21-00-53-54  房间人数为 7
2019-04-21-00-54-09  房间人数为 7
2019-04-21-00-54-24  房间人数为 7
2019-04-21-00-54-39  房间人数为 7
2019-04-21-00-54-54  房间人数为 7
2019-04-21-00-55-09  房间人数为 7
2019-04-21-00-55-24  房间人数为 7
2019-04-21-00-55-39  房间人数为 7
2019-04-21-00-55-54  房间人数为 7
2019-04-21-00-56-09  房间人数为 7
2019-04-21-00-56-24  房间人数为 7
2019-04-21-00-56-39  房间人数为 7
2019-04-21-00-56-54  房间人数为 7
2019-04-21-00-57-09  房间人数为 7
2019-04-21-00-57-24  房间人数为 7
2019-04-21-00-57-39  房间人数为 7
2019-04-21-00-57-54  房间人数为 7
2019-04-21-00-58-09  房间人数为 7
2019-04-21-00-58-24  房间人数为 7
2019-04-21-00-58-39  房间人数为 7
2019-04-21-00-58-54  房间人数为 7
2019-04-21-00-59-09  房间人数为 7
2019-04-21-00-59-24  房间人数为 7
2019-04-21-00-59-39  房间人数为 7
2019-04-21-00-59-54  房间人数为 7
2019-04-21-01-00-09  房间人数为 7
2019-04-21-01-00-24  房间人数为 7
2019-04-21-01-00-39  房间人数为 7
2019-04-21-01-00-54  房间人数为 7
2019-04-21-01-01-09  房间人数为 7
2019-04-21-01-01-24  房间人数为 7
2019-04-21-01-01-39  房间人数为 8
2019-04-21-01-01-54  房间人数为 8
2019-04-21-01-02-09  房间人数为 8
2019-04-21-01-02-24  房间人数为 8
2019-04-21-01-02-39  房间人数为 9
2019-04-21-01-02-54  房间人数为 9
2019-04-21-01-03-09  房间人数为 9
2019-04-21-01-03-24  房间人数为 9
2019-04-21-01-03-39  房间人数为 9
2019-04-21-01-03-54  房间人数为 9
2019-04-21-01-04-09  房间人数为 9
2019-04-21-01-04-24  房间人数为 9
2019-04-21-01-04-39  房间人数为 9
2019-04-21-01-04-54  房间人数为 9
2019-04-21-01-05-09  房间人数为 9
2019-04-21-01-05-24  房间人数为 9
2019-04-21-01-05-39  房间人数为 9
2019-04-21-01-05-54  房间人数为 9
2019-04-21-01-06-09  房间人数为 9
2019-04-21-01-06-24  房间人数为 9
2019-04-21-01-06-39  房间人数为 10
2019-04-21-01-06-54  房间人数为 10
2019-04-21-01-07-09  房间人数为 10
2019-04-21-01-07-24  房间人数为 10
2019-04-21-01-07-39  房间人数为 11
2019-04-21-01-07-54  房间人数为 11
2019-04-21-01-08-09  房间人数为 11
2019-04-21-01-08-24  房间人数为 11
2019-04-21-01-08-39  房间人数为 11
2019-04-21-01-08-54  房间人数为 11
2019-04-21-01-09-09  房间人数为 11
2019-04-21-01-09-24  房间人数为 11
2019-04-21-01-09-39  房间人数为 11
2019-04-21-01-09-54  房间人数为 11
2019-04-21-01-10-09  房间人数为 11
2019-04-21-01-10-24  房间人数为 11
2019-04-21-01-10-39  房间人数为 10
2019-04-21-01-10-54  房间人数为 10
2019-04-21-01-11-09  房间人数为 10
2019-04-21-01-11-24  房间人数为 10
2019-04-21-01-11-39  房间人数为 10
2019-04-21-01-11-54  房间人数为 10
2019-04-21-01-12-09  房间人数为 10
2019-04-21-01-12-24  房间人数为 10
2019-04-21-01-12-39  房间人数为 10
2019-04-21-01-12-54  房间人数为 10
2019-04-21-01-13-09  房间人数为 10
2019-04-21-01-13-24  房间人数为 10
2019-04-21-01-13-39  房间人数为 10
2019-04-21-01-13-54  房间人数为 10
2019-04-21-01-14-09  房间人数为 10
2019-04-21-01-14-24  房间人数为 10
2019-04-21-01-14-39  房间人数为 10
2019-04-21-01-14-54  房间人数为 10
2019-04-21-01-15-09  房间人数为 10
2019-04-21-01-15-24  房间人数为 10
2019-04-21-01-15-39  房间人数为 10
2019-04-21-01-15-54  房间人数为 10
2019-04-21-01-16-09  房间人数为 10
2019-04-21-01-16-24  房间人数为 10
2019-04-21-01-16-39  房间人数为 10
2019-04-21-01-16-54  房间人数为 10
2019-04-21-01-17-09  房间人数为 10
2019-04-21-01-17-24  房间人数为 10
2019-04-21-01-17-39  房间人数为 10
2019-04-21-01-17-54  房间人数为 10
2019-04-21-01-18-09  房间人数为 10
2019-04-21-01-18-24  房间人数为 10
2019-04-21-01-18-39  房间人数为 10
2019-04-21-01-18-54  房间人数为 10
2019-04-21-01-19-09  房间人数为 10
2019-04-21-01-19-24  房间人数为 10
2019-04-21-01-19-39  房间人数为 10
2019-04-21-01-19-54  房间人数为 10
2019-04-21-01-20-09  房间人数为 10
2019-04-21-01-20-24  房间人数为 10
2019-04-21-01-20-39  房间人数为 10
2019-04-21-01-20-54  房间人数为 10
2019-04-21-01-21-09  房间人数为 10
2019-04-21-01-21-24  房间人数为 10
2019-04-21-01-21-39  房间人数为 10
2019-04-21-01-21-54  房间人数为 10
2019-04-21-01-22-09  房间人数为 10
2019-04-21-01-22-24  房间人数为 10
2019-04-21-01-22-39  房间人数为 10
2019-04-21-01-22-54  房间人数为 10
2019-04-21-01-23-09  房间人数为 10
2019-04-21-01-23-24  房间人数为 10
2019-04-21-01-23-39  房间人数为 10
2019-04-21-01-23-54  房间人数为 10
2019-04-21-01-24-09  房间人数为 10
2019-04-21-01-24-24  房间人数为 10
2019-04-21-01-24-39  房间人数为 10
2019-04-21-01-24-54  房间人数为 10
2019-04-21-01-25-09  房间人数为 10
2019-04-21-01-25-24  房间人数为 10
2019-04-21-01-25-39  房间人数为 9
2019-04-21-01-25-54  房间人数为 9
2019-04-21-01-26-09  房间人数为 9
2019-04-21-01-26-24  房间人数为 9
2019-04-21-01-26-39  房间人数为 9
2019-04-21-01-26-54  房间人数为 9
2019-04-21-01-27-09  房间人数为 9
2019-04-21-01-27-24  房间人数为 9
2019-04-21-01-27-39  房间人数为 9
2019-04-21-01-27-54  房间人数为 9
2019-04-21-01-28-09  房间人数为 9
2019-04-21-01-28-24  房间人数为 9
2019-04-21-01-28-39  房间人数为 9
2019-04-21-01-28-54  房间人数为 9
2019-04-21-01-29-09  房间人数为 9
2019-04-21-01-29-24  房间人数为 9
2019-04-21-01-29-39  房间人数为 8
2019-04-21-01-29-54  房间人数为 8
2019-04-21-01-30-09  房间人数为 8
2019-04-21-01-30-24  房间人数为 8
2019-04-21-01-30-39  房间人数为 8
2019-04-21-01-30-54  房间人数为 8
2019-04-21-01-31-09  房间人数为 8
2019-04-21-01-31-24  房间人数为 8
2019-04-21-01-31-39  房间人数为 8
2019-04-21-01-31-54  房间人数为 8
2019-04-21-01-32-09  房间人数为 8
2019-04-21-01-32-24  房间人数为 8
2019-04-21-01-32-39  房间人数为 8
2019-04-21-01-32-54  房间人数为 8
2019-04-21-01-33-09  房间人数为 8
2019-04-21-01-33-24  房间人数为 8
2019-04-21-01-33-39  房间人数为 8
2019-04-21-01-33-54  房间人数为 8
2019-04-21-01-34-09  房间人数为 8
2019-04-21-01-34-24  房间人数为 8
2019-04-21-01-34-39  房间人数为 8
2019-04-21-01-34-54  房间人数为 8
2019-04-21-01-35-09  房间人数为 8
2019-04-21-01-35-24  房间人数为 8
2019-04-21-01-35-39  房间人数为 8
2019-04-21-01-35-54  房间人数为 8
2019-04-21-01-36-09  房间人数为 8
2019-04-21-01-36-24  房间人数为 8
2019-04-21-01-36-39  房间人数为 8
2019-04-21-01-36-54  房间人数为 8
2019-04-21-01-37-09  房间人数为 8
2019-04-21-01-37-24  房间人数为 8
2019-04-21-01-37-39  房间人数为 8
2019-04-21-01-37-54  房间人数为 8
2019-04-21-01-38-09  房间人数为 8
2019-04-21-01-38-24  房间人数为 8
2019-04-21-01-38-39  房间人数为 8
2019-04-21-01-38-54  房间人数为 8
2019-04-21-01-39-09  房间人数为 8
2019-04-21-01-39-24  房间人数为 8
2019-04-21-01-39-39  房间人数为 8
2019-04-21-01-39-54  房间人数为 8
2019-04-21-01-40-09  房间人数为 8
2019-04-21-01-40-24  房间人数为 8
2019-04-21-01-40-39  房间人数为 8
2019-04-21-01-40-54  房间人数为 8
2019-04-21-01-41-09  房间人数为 8
2019-04-21-01-41-24  房间人数为 8
2019-04-21-01-41-39  房间人数为 8
2019-04-21-01-41-54  房间人数为 8
2019-04-21-01-42-09  房间人数为 8
2019-04-21-01-42-24  房间人数为 8
2019-04-21-01-42-39  房间人数为 8
2019-04-21-01-42-54  房间人数为 8
2019-04-21-01-43-09  房间人数为 8
2019-04-21-01-43-24  房间人数为 8
2019-04-21-01-43-39  房间人数为 8
2019-04-21-01-43-54  房间人数为 8
2019-04-21-01-44-09  房间人数为 8
2019-04-21-01-44-24  房间人数为 8
2019-04-21-01-44-39  房间人数为 8
2019-04-21-01-44-54  房间人数为 8
2019-04-21-01-45-09  房间人数为 8
2019-04-21-01-45-24  房间人数为 8
2019-04-21-01-45-39  房间人数为 8
2019-04-21-01-45-54  房间人数为 8
2019-04-21-01-46-09  房间人数为 8
2019-04-21-01-46-24  房间人数为 8
2019-04-21-01-46-39  房间人数为 8
2019-04-21-01-46-54  房间人数为 8
2019-04-21-01-47-09  房间人数为 8
2019-04-21-01-47-24  房间人数为 8
2019-04-21-01-47-39  房间人数为 8
2019-04-21-01-47-54  房间人数为 8
2019-04-21-01-48-09  房间人数为 8
2019-04-21-01-48-24  房间人数为 8
2019-04-21-01-48-39  房间人数为 8
2019-04-21-01-48-53  花木haha送出辣条
2019-04-21-01-48-53  
2019-04-21-01-48-54  {"type":1,"barrage":"辣条","nick":"花木haha","sid":"28461803","giftNum":1,"source":1,"optId":20}

2019-04-21-01-48-54  房间人数为 8
2019-04-21-01-48-54  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 01:48:54","control":0,"nick":"花木haha","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-01-48-54  礼物
2019-04-21-01-48-54  喵哩喵哩点砍木 #谢花木haha送出的辣条
2019-04-21-01-49-09  房间人数为 8
2019-04-21-01-49-16  花木haha 抓x1y1
2019-04-21-01-49-16  
2019-04-21-01-49-17  喵哩喵哩点砍木 #@花木haha 机器被占用
2019-04-21-01-49-24  房间人数为 8
2019-04-21-01-49-39  房间人数为 8
2019-04-21-01-49-54  房间人数为 8
2019-04-21-01-50-09  房间人数为 8
2019-04-21-01-50-24  房间人数为 8
2019-04-21-01-50-39  房间人数为 8
2019-04-21-01-50-54  房间人数为 8
2019-04-21-01-51-09  房间人数为 8
2019-04-21-01-51-24  房间人数为 8
2019-04-21-01-51-39  房间人数为 8
2019-04-21-01-51-54  房间人数为 8
2019-04-21-01-52-09  房间人数为 8
2019-04-21-01-52-24  房间人数为 8
2019-04-21-01-52-39  房间人数为 8
2019-04-21-01-52-54  房间人数为 8
2019-04-21-01-53-09  房间人数为 8
2019-04-21-01-53-24  房间人数为 9
2019-04-21-01-53-39  房间人数为 9
2019-04-21-01-53-54  房间人数为 9
2019-04-21-01-54-09  房间人数为 9
2019-04-21-01-54-24  房间人数为 9
2019-04-21-01-54-39  房间人数为 9
2019-04-21-01-54-54  房间人数为 9
2019-04-21-01-55-09  房间人数为 9
2019-04-21-01-55-24  房间人数为 9
2019-04-21-01-55-39  房间人数为 8
2019-04-21-01-55-54  房间人数为 8
2019-04-21-01-56-09  房间人数为 8
2019-04-21-01-56-24  房间人数为 8
2019-04-21-01-56-39  房间人数为 8
2019-04-21-01-56-54  房间人数为 8
2019-04-21-01-57-09  房间人数为 8
2019-04-21-01-57-24  房间人数为 8
2019-04-21-01-57-39  房间人数为 8
2019-04-21-01-57-54  房间人数为 8
2019-04-21-01-58-09  房间人数为 8
2019-04-21-01-58-24  房间人数为 8
2019-04-21-01-58-39  房间人数为 8
2019-04-21-01-58-54  房间人数为 8
2019-04-21-01-59-09  房间人数为 8
2019-04-21-01-59-24  房间人数为 8
2019-04-21-01-59-39  房间人数为 8
2019-04-21-01-59-54  房间人数为 8
2019-04-21-02-00-09  房间人数为 8
2019-04-21-02-00-24  房间人数为 8
2019-04-21-02-00-39  房间人数为 8
2019-04-21-02-00-54  房间人数为 8
2019-04-21-02-01-09  房间人数为 8
2019-04-21-02-01-24  房间人数为 8
2019-04-21-02-01-39  房间人数为 8
2019-04-21-02-01-54  房间人数为 8
2019-04-21-02-02-09  房间人数为 8
2019-04-21-02-02-24  房间人数为 8
2019-04-21-02-02-34  小新酱°送出辣条
2019-04-21-02-02-34  
2019-04-21-02-02-34  {"type":1,"barrage":"辣条","nick":"小新酱°","sid":"3295065","giftNum":1,"source":1,"optId":20}

2019-04-21-02-02-34  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 02:02:34","control":0,"nick":"小新酱°","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-02-02-34  礼物
2019-04-21-02-02-35  喵哩喵哩点砍木 #谢小新酱°送出的辣条
2019-04-21-02-02-39  房间人数为 8
2019-04-21-02-02-52  小新酱° 抓x1y2
2019-04-21-02-02-52  
2019-04-21-02-02-53  喵哩喵哩点砍木 #@小新酱° 机器被占用
2019-04-21-02-02-54  房间人数为 8
2019-04-21-02-03-09  房间人数为 8
2019-04-21-02-03-16  小新酱° 我的余额
2019-04-21-02-03-16  娃
2019-04-21-02-03-16  {"type":0,"barrage":"我的余额","nick":"小新酱°","sid":"3295065","giftNum":0,"source":1,"optId":10}

2019-04-21-02-03-16  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-21 02:03:16","control":0,"nick":"小新酱°","balance":100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-21-02-03-17  
2019-04-21-02-03-18  喵哩喵哩点砍木 #@小新酱°用户余额为100
2019-04-21-02-03-24  房间人数为 10
2019-04-21-02-03-27  小新酱°送出辣条
2019-04-21-02-03-27  
2019-04-21-02-03-27  {"type":1,"barrage":"辣条","nick":"小新酱°","sid":"3295065","giftNum":1,"source":1,"optId":20}

2019-04-21-02-03-27  小新酱°送出辣条
2019-04-21-02-03-27  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 02:03:27","control":0,"nick":"小新酱°","balance":200,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-02-03-27  礼物
2019-04-21-02-03-27  重复发送
2019-04-21-02-03-28  {"type":1,"barrage":"辣条","nick":"小新酱°","sid":"3295065","giftNum":1,"source":1,"optId":20}

2019-04-21-02-03-28  小新酱°送出辣条
2019-04-21-02-03-28  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-21 02:03:28","control":0,"nick":"小新酱°","balance":300,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-21-02-03-28  礼物
