2019-04-07-00-00-00  次日数据更新
2019-04-07-00-07-30  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:30","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-31  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:31","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-32  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:32","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-33  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:33","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-34  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:34","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-35  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:35","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-36  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:36","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-37  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:37","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-38  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:38","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-39  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:39","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-40  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:40","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-41  房间人数为 1
2019-04-07-00-07-41  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:41","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-42  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:42","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":-1},"msg":"成功"}

2019-04-07-00-07-43  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:07:43","control":1,"nick":"娃娃星球","balance":45200,"optId":32,"playOptId":4091247,"result":0},"msg":"成功"}

2019-04-07-00-07-43  Wawaji反馈完成
2019-04-07-00-07-44  
2019-04-07-00-07-45  Wawaji运行完成
2019-04-07-00-07-45  喵哩喵哩点砍木 #@娃娃星球未抓到娃娃，继续努力哟
2019-04-07-00-07-56  房间人数为 1
2019-04-07-00-08-11  房间人数为 1
2019-04-07-00-08-26  房间人数为 1
2019-04-07-00-08-41  房间人数为 1
2019-04-07-00-08-56  房间人数为 1
2019-04-07-00-08-58  10799688025_bili 点歌 出山
2019-04-07-00-08-58  娃
2019-04-07-00-08-58  {"type":0,"barrage":"点歌出山","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-08-58  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌出山","addTime":"2019-04-07 00:08:58","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-09-11  房间人数为 1
2019-04-07-00-09-26  房间人数为 1
2019-04-07-00-09-41  房间人数为 1
2019-04-07-00-09-56  房间人数为 1
2019-04-07-00-10-11  房间人数为 1
2019-04-07-00-10-26  房间人数为 1
2019-04-07-00-10-41  房间人数为 1
2019-04-07-00-10-56  房间人数为 1
2019-04-07-00-11-10  10799688025_bili 1111
2019-04-07-00-11-10  娃
2019-04-07-00-11-10  {"type":0,"barrage":"1111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-11-10  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-07 00:11:10","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-11-11  房间人数为 1
2019-04-07-00-11-26  房间人数为 1
2019-04-07-00-11-41  房间人数为 1
2019-04-07-00-11-56  房间人数为 1
2019-04-07-00-12-11  房间人数为 1
2019-04-07-00-12-26  房间人数为 1
2019-04-07-00-12-41  房间人数为 1
2019-04-07-00-12-56  房间人数为 1
2019-04-07-00-13-11  房间人数为 1
2019-04-07-00-13-26  房间人数为 1
2019-04-07-00-13-41  房间人数为 1
2019-04-07-00-13-43  娃娃星球 11
2019-04-07-00-13-43  娃
2019-04-07-00-13-43  {"type":0,"barrage":"11","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-07-00-13-43  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11","addTime":"2019-04-07 00:13:43","control":0,"nick":"娃娃星球","balance":45200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-13-56  房间人数为 1
2019-04-07-00-14-11  房间人数为 1
2019-04-07-00-14-26  房间人数为 1
2019-04-07-00-14-41  房间人数为 1
2019-04-07-00-14-56  房间人数为 1
2019-04-07-00-15-11  房间人数为 1
2019-04-07-00-15-26  房间人数为 1
2019-04-07-00-15-41  房间人数为 1
2019-04-07-00-15-56  房间人数为 1
2019-04-07-00-16-11  房间人数为 1
2019-04-07-00-16-26  房间人数为 1
2019-04-07-00-16-41  房间人数为 1
2019-04-07-00-16-56  房间人数为 1
2019-04-07-00-17-11  房间人数为 1
2019-04-07-00-17-26  房间人数为 1
2019-04-07-00-17-39  10799688025_bili 点歌 年少有为
2019-04-07-00-17-39  娃
2019-04-07-00-17-39  {"type":0,"barrage":"点歌年少有为","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-17-39  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌年少有为","addTime":"2019-04-07 00:17:39","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-17-41  房间人数为 1
2019-04-07-00-17-56  房间人数为 1
2019-04-07-00-18-11  房间人数为 1
2019-04-07-00-18-26  房间人数为 1
2019-04-07-00-18-41  房间人数为 1
2019-04-07-00-18-56  房间人数为 1
2019-04-07-00-19-11  房间人数为 1
2019-04-07-00-19-26  房间人数为 1
2019-04-07-00-19-41  房间人数为 1
2019-04-07-00-19-48  我shi养猫人 66
2019-04-07-00-19-48  娃
2019-04-07-00-19-48  {"type":0,"barrage":"66","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-19-48  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-07 00:19:48","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-19-56  房间人数为 1
2019-04-07-00-20-11  房间人数为 1
2019-04-07-00-20-26  房间人数为 1
2019-04-07-00-20-32  我shi养猫人 11111
2019-04-07-00-20-32  娃
2019-04-07-00-20-32  {"type":0,"barrage":"11111","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-20-32  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-07 00:20:32","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-20-41  房间人数为 1
2019-04-07-00-20-56  房间人数为 1
2019-04-07-00-21-11  房间人数为 1
2019-04-07-00-21-26  房间人数为 1
2019-04-07-00-21-41  房间人数为 1
2019-04-07-00-21-47  娃娃星球 1
2019-04-07-00-21-47  娃
2019-04-07-00-21-47  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-07-00-21-47  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-07 00:21:47","control":0,"nick":"娃娃星球","balance":45200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-21-56  房间人数为 1
2019-04-07-00-22-11  房间人数为 1
2019-04-07-00-22-26  房间人数为 1
2019-04-07-00-22-41  房间人数为 1
2019-04-07-00-22-56  房间人数为 1
2019-04-07-00-23-11  房间人数为 1
2019-04-07-00-23-26  房间人数为 1
2019-04-07-00-23-41  房间人数为 1
2019-04-07-00-23-56  房间人数为 1
2019-04-07-00-24-11  房间人数为 1
2019-04-07-00-24-24  我shi养猫人 1111
2019-04-07-00-24-24  娃
2019-04-07-00-24-24  {"type":0,"barrage":"1111","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-24-24  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-07 00:24:24","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-24-26  房间人数为 1
2019-04-07-00-24-41  房间人数为 1
2019-04-07-00-24-56  房间人数为 1
2019-04-07-00-25-11  房间人数为 1
2019-04-07-00-25-26  房间人数为 1
2019-04-07-00-25-41  房间人数为 1
2019-04-07-00-25-55  10799688025_bili 6666
2019-04-07-00-25-55  娃
2019-04-07-00-25-55  {"type":0,"barrage":"6666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-25-55  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-07 00:25:55","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-25-56  房间人数为 1
2019-04-07-00-26-11  房间人数为 1
2019-04-07-00-26-26  房间人数为 1
2019-04-07-00-26-41  房间人数为 1
2019-04-07-00-26-56  房间人数为 1
2019-04-07-00-27-11  房间人数为 1
2019-04-07-00-27-26  房间人数为 1
2019-04-07-00-27-41  房间人数为 1
2019-04-07-00-27-56  房间人数为 1
2019-04-07-00-28-11  房间人数为 1
2019-04-07-00-28-26  10799688025_bili 66
2019-04-07-00-28-26  娃
2019-04-07-00-28-26  {"type":0,"barrage":"66","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-28-26  房间人数为 1
2019-04-07-00-28-26  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-07 00:28:26","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-28-41  房间人数为 1
2019-04-07-00-28-56  房间人数为 1
2019-04-07-00-29-03  我shi养猫人 好萌好可爱
2019-04-07-00-29-03  娃
2019-04-07-00-29-03  {"type":0,"barrage":"好萌好可爱","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-29-03  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"好萌好可爱","addTime":"2019-04-07 00:29:03","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-29-11  房间人数为 1
2019-04-07-00-29-26  房间人数为 1
2019-04-07-00-29-41  房间人数为 1
2019-04-07-00-29-56  房间人数为 1
2019-04-07-00-30-11  房间人数为 1
2019-04-07-00-30-26  房间人数为 1
2019-04-07-00-30-41  房间人数为 1
2019-04-07-00-30-56  房间人数为 1
2019-04-07-00-31-11  房间人数为 1
2019-04-07-00-31-26  房间人数为 1
2019-04-07-00-31-41  房间人数为 1
2019-04-07-00-31-56  房间人数为 1
2019-04-07-00-32-11  房间人数为 1
2019-04-07-00-32-26  房间人数为 1
2019-04-07-00-32-41  房间人数为 1
2019-04-07-00-32-56  房间人数为 1
2019-04-07-00-33-11  房间人数为 1
2019-04-07-00-33-26  房间人数为 1
2019-04-07-00-33-41  房间人数为 1
2019-04-07-00-33-56  房间人数为 1
2019-04-07-00-34-11  房间人数为 1
2019-04-07-00-34-26  房间人数为 1
2019-04-07-00-34-41  房间人数为 1
2019-04-07-00-34-56  房间人数为 1
2019-04-07-00-35-11  房间人数为 1
2019-04-07-00-35-26  房间人数为 1
2019-04-07-00-35-41  房间人数为 1
2019-04-07-00-35-56  房间人数为 1
2019-04-07-00-36-11  房间人数为 1
2019-04-07-00-36-26  房间人数为 1
2019-04-07-00-36-41  房间人数为 1
2019-04-07-00-36-56  房间人数为 1
2019-04-07-00-37-11  房间人数为 1
2019-04-07-00-37-17  10799688025_bili 666
2019-04-07-00-37-17  娃
2019-04-07-00-37-17  {"type":0,"barrage":"666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-37-17  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-07 00:37:17","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-37-26  房间人数为 1
2019-04-07-00-37-41  房间人数为 1
2019-04-07-00-37-56  房间人数为 1
2019-04-07-00-38-11  房间人数为 1
2019-04-07-00-38-26  房间人数为 1
2019-04-07-00-38-41  房间人数为 1
2019-04-07-00-38-56  房间人数为 1
2019-04-07-00-39-11  房间人数为 1
2019-04-07-00-39-12  10799688025_bili 点歌 多调利想在平庸的生活拥抱你
2019-04-07-00-39-12  娃
2019-04-07-00-39-12  {"type":0,"barrage":"点歌多调利想在平庸的生活拥抱你","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-39-12  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌多调利想在平庸的生活拥抱你","addTime":"2019-04-07 00:39:12","control":0,"nick":"10799688025_bili","balance":67800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-39-26  房间人数为 1
2019-04-07-00-39-41  房间人数为 1
2019-04-07-00-39-56  房间人数为 1
2019-04-07-00-40-11  房间人数为 1
2019-04-07-00-40-26  房间人数为 1
2019-04-07-00-40-35  我shi养猫人 111
2019-04-07-00-40-35  娃
2019-04-07-00-40-35  {"type":0,"barrage":"111","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-40-35  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"111","addTime":"2019-04-07 00:40:35","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-40-41  房间人数为 1
2019-04-07-00-40-56  房间人数为 1
2019-04-07-00-41-11  房间人数为 1
2019-04-07-00-41-26  房间人数为 1
2019-04-07-00-41-41  房间人数为 1
2019-04-07-00-41-56  房间人数为 1
2019-04-07-00-42-11  房间人数为 1
2019-04-07-00-42-26  房间人数为 1
2019-04-07-00-42-41  房间人数为 1
2019-04-07-00-42-56  房间人数为 1
2019-04-07-00-43-11  房间人数为 1
2019-04-07-00-43-26  房间人数为 1
2019-04-07-00-43-41  房间人数为 1
2019-04-07-00-43-56  房间人数为 1
2019-04-07-00-44-11  房间人数为 1
2019-04-07-00-44-26  房间人数为 1
2019-04-07-00-44-41  房间人数为 1
2019-04-07-00-44-56  房间人数为 1
2019-04-07-00-45-11  房间人数为 1
2019-04-07-00-45-26  房间人数为 1
2019-04-07-00-45-27  我shi养猫人 点歌 有一种悲伤
2019-04-07-00-45-27  娃
2019-04-07-00-45-27  {"type":0,"barrage":"点歌有一种悲伤","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-07-00-45-27  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌有一种悲伤","addTime":"2019-04-07 00:45:27","control":0,"nick":"我shi养猫人","balance":105300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-45-41  房间人数为 1
2019-04-07-00-45-56  房间人数为 1
2019-04-07-00-46-03  10799688025_bili 画面4
2019-04-07-00-46-03  娃
2019-04-07-00-46-03  {"type":0,"barrage":"画面4","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-46-04  client接收到：{"state":true,"result":"200","data":{"type":0,"barrage":"画面4","addTime":"2019-04-07 00:46:04","control":1,"nick":"10799688025_bili","balance":67700,"optId":10,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-07-00-46-04  
2019-04-07-00-46-05  喵哩喵哩点砍木 #主播接收到指令,正在执行
2019-04-07-00-46-11  房间人数为 1
2019-04-07-00-46-26  房间人数为 1
2019-04-07-00-46-41  房间人数为 1
2019-04-07-00-46-56  房间人数为 1
2019-04-07-00-47-11  房间人数为 1
2019-04-07-00-47-26  房间人数为 1
2019-04-07-00-47-41  房间人数为 1
2019-04-07-00-47-56  房间人数为 1
2019-04-07-00-48-11  房间人数为 1
2019-04-07-00-48-26  房间人数为 1
2019-04-07-00-48-41  房间人数为 1
2019-04-07-00-48-43  10799688025_bili 11
2019-04-07-00-48-43  娃
2019-04-07-00-48-43  {"type":0,"barrage":"11","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-07-00-48-43  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11","addTime":"2019-04-07 00:48:43","control":0,"nick":"10799688025_bili","balance":67700,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-07-00-48-56  房间人数为 1
2019-04-07-00-49-11  房间人数为 1
2019-04-07-00-49-26  房间人数为 1
2019-04-07-00-49-41  房间人数为 1
2019-04-07-00-49-56  房间人数为 1
2019-04-07-00-50-11  房间人数为 1
2019-04-07-00-50-26  房间人数为 1
2019-04-07-00-50-41  房间人数为 1
2019-04-07-00-50-56  房间人数为 1
2019-04-07-00-51-11  房间人数为 1
2019-04-07-00-51-26  房间人数为 1
2019-04-07-00-51-41  房间人数为 1
2019-04-07-00-51-56  房间人数为 1
2019-04-07-00-52-11  房间人数为 1
2019-04-07-00-52-26  房间人数为 1
2019-04-07-00-52-41  房间人数为 1
2019-04-07-00-52-56  房间人数为 1
2019-04-07-00-53-10  10799688025_bili 抓x2y6
2019-04-07-00-53-10  x2y6
2019-04-07-00-53-10  {"type":2,"barrage":"申请上机","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-07-00-53-10  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-07 00:53:10","control":1,"nick":"10799688025_bili","balance":67600,"optId":30,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-10  Wawaji上机申请
2019-04-07-00-53-11  
2019-04-07-00-53-11  房间人数为 1
2019-04-07-00-53-11  
2019-04-07-00-53-12  喵哩喵哩点砍木 #@10799688025_bili正
2019-04-07-00-53-12  喵哩喵哩点砍木 #在抓取x2y6
2019-04-07-00-53-12  {"type":3,"barrage":"x2y6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":31,"playOptId":4091343}

2019-04-07-00-53-12  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x2y6","addTime":"2019-04-07 00:53:12","control":1,"nick":"10799688025_bili","balance":67600,"optId":31,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-12  Wawaji运行完成
2019-04-07-00-53-12  {"type":4,"barrage":"x2y6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":32,"playOptId":4091343}

2019-04-07-00-53-13  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:13","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-14  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:14","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-15  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:15","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-16  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:16","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-17  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:17","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-18  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:18","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:19","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

2019-04-07-00-53-20  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-07 00:53:20","control":1,"nick":"10799688025_bili","balance":67600,"optId":32,"playOptId":4091343,"result":-1},"msg":"成功"}

