2019-04-09-00-00-00  次日数据更新
2019-04-09-00-13-13  {"type":0,"barrage":"111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-13-13  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"111","addTime":"2019-04-09 00:13:13","control":0,"nick":"娃娃星球","balance":38300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-13-14  房间人数为 4
2019-04-09-00-13-29  房间人数为 4
2019-04-09-00-13-44  房间人数为 4
2019-04-09-00-13-59  房间人数为 4
2019-04-09-00-14-14  房间人数为 4
2019-04-09-00-14-29  房间人数为 4
2019-04-09-00-14-44  房间人数为 4
2019-04-09-00-14-59  房间人数为 4
2019-04-09-00-15-14  房间人数为 4
2019-04-09-00-15-29  房间人数为 4
2019-04-09-00-15-44  房间人数为 4
2019-04-09-00-15-59  房间人数为 4
2019-04-09-00-16-14  房间人数为 4
2019-04-09-00-16-29  房间人数为 4
2019-04-09-00-16-44  房间人数为 4
2019-04-09-00-16-59  房间人数为 4
2019-04-09-00-17-14  房间人数为 4
2019-04-09-00-17-26  娃娃星球 6
2019-04-09-00-17-26  娃
2019-04-09-00-17-26  {"type":0,"barrage":"6","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-17-26  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-09 00:17:26","control":0,"nick":"娃娃星球","balance":38300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-17-29  房间人数为 4
2019-04-09-00-17-44  房间人数为 4
2019-04-09-00-17-59  房间人数为 4
2019-04-09-00-18-14  房间人数为 4
2019-04-09-00-18-29  房间人数为 4
2019-04-09-00-18-31  我shi养猫人 6666
2019-04-09-00-18-31  娃
2019-04-09-00-18-31  {"type":0,"barrage":"6666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-09-00-18-31  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-09 00:18:31","control":0,"nick":"我shi养猫人","balance":97500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-18-44  房间人数为 4
2019-04-09-00-18-59  房间人数为 4
2019-04-09-00-19-14  房间人数为 4
2019-04-09-00-19-29  房间人数为 4
2019-04-09-00-19-35  娃娃星球 好萌好可爱
2019-04-09-00-19-35  娃
2019-04-09-00-19-35  {"type":0,"barrage":"好萌好可爱","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-19-35  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"好萌好可爱","addTime":"2019-04-09 00:19:35","control":0,"nick":"娃娃星球","balance":38300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-19-44  房间人数为 4
2019-04-09-00-19-59  房间人数为 4
2019-04-09-00-20-14  房间人数为 4
2019-04-09-00-20-29  房间人数为 4
2019-04-09-00-20-44  房间人数为 4
2019-04-09-00-20-59  房间人数为 4
2019-04-09-00-21-14  房间人数为 4
2019-04-09-00-21-29  房间人数为 4
2019-04-09-00-21-44  房间人数为 4
2019-04-09-00-21-59  房间人数为 4
2019-04-09-00-22-14  房间人数为 4
2019-04-09-00-22-29  房间人数为 4
2019-04-09-00-22-44  房间人数为 4
2019-04-09-00-22-49  10799688025_bili 点歌 我曾
2019-04-09-00-22-49  娃
2019-04-09-00-22-49  {"type":0,"barrage":"点歌我曾","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-22-49  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌我曾","addTime":"2019-04-09 00:22:49","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-22-59  房间人数为 4
2019-04-09-00-23-14  房间人数为 4
2019-04-09-00-23-29  房间人数为 4
2019-04-09-00-23-44  房间人数为 4
2019-04-09-00-23-59  房间人数为 4
2019-04-09-00-24-14  房间人数为 4
2019-04-09-00-24-29  房间人数为 4
2019-04-09-00-24-44  房间人数为 4
2019-04-09-00-24-59  房间人数为 4
2019-04-09-00-25-14  房间人数为 4
2019-04-09-00-25-29  房间人数为 4
2019-04-09-00-25-44  房间人数为 4
2019-04-09-00-25-59  房间人数为 4
2019-04-09-00-26-06  10799688025_bili 11111
2019-04-09-00-26-06  娃
2019-04-09-00-26-06  {"type":0,"barrage":"11111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-26-06  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-09 00:26:06","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-26-14  房间人数为 4
2019-04-09-00-26-29  房间人数为 4
2019-04-09-00-26-44  房间人数为 4
2019-04-09-00-26-59  房间人数为 4
2019-04-09-00-27-14  房间人数为 4
2019-04-09-00-27-29  房间人数为 4
2019-04-09-00-27-44  房间人数为 4
2019-04-09-00-27-59  房间人数为 4
2019-04-09-00-28-14  房间人数为 4
2019-04-09-00-28-29  房间人数为 4
2019-04-09-00-28-44  房间人数为 4
2019-04-09-00-28-59  房间人数为 4
2019-04-09-00-29-14  房间人数为 4
2019-04-09-00-29-29  房间人数为 4
2019-04-09-00-29-44  房间人数为 4
2019-04-09-00-29-59  房间人数为 4
2019-04-09-00-30-14  房间人数为 4
2019-04-09-00-30-29  房间人数为 4
2019-04-09-00-30-40  10799688025_bili 好萌好可爱
2019-04-09-00-30-40  娃
2019-04-09-00-30-40  {"type":0,"barrage":"好萌好可爱","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-30-40  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"好萌好可爱","addTime":"2019-04-09 00:30:40","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-30-44  房间人数为 4
2019-04-09-00-30-59  房间人数为 4
2019-04-09-00-31-14  房间人数为 4
2019-04-09-00-31-24  娃娃星球 1111
2019-04-09-00-31-24  娃
2019-04-09-00-31-24  {"type":0,"barrage":"1111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-31-24  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-09 00:31:24","control":0,"nick":"娃娃星球","balance":38200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-31-29  房间人数为 4
2019-04-09-00-31-44  房间人数为 4
2019-04-09-00-31-59  房间人数为 4
2019-04-09-00-32-14  房间人数为 4
2019-04-09-00-32-29  房间人数为 5
2019-04-09-00-32-44  房间人数为 5
2019-04-09-00-32-59  房间人数为 5
2019-04-09-00-33-14  房间人数为 5
2019-04-09-00-33-29  房间人数为 6
2019-04-09-00-33-44  房间人数为 6
2019-04-09-00-33-59  房间人数为 6
2019-04-09-00-34-14  房间人数为 6
2019-04-09-00-34-25  娃娃星球 画面4
2019-04-09-00-34-25  娃
2019-04-09-00-34-25  {"type":0,"barrage":"画面4","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-34-25  client接收到：{"state":true,"result":"200","data":{"type":0,"barrage":"画面4","addTime":"2019-04-09 00:34:25","control":1,"nick":"娃娃星球","balance":38100,"optId":10,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-09-00-34-25  
2019-04-09-00-34-26  喵哩喵哩点砍木 #主播接收到指令,正在执行
2019-04-09-00-34-29  房间人数为 6
2019-04-09-00-34-44  房间人数为 6
2019-04-09-00-34-59  房间人数为 6
2019-04-09-00-35-14  房间人数为 6
2019-04-09-00-35-29  房间人数为 6
2019-04-09-00-35-44  房间人数为 6
2019-04-09-00-35-59  房间人数为 6
2019-04-09-00-36-14  房间人数为 6
2019-04-09-00-36-29  房间人数为 6
2019-04-09-00-36-44  房间人数为 6
2019-04-09-00-36-54  10799688025_bili 66
2019-04-09-00-36-54  娃
2019-04-09-00-36-54  {"type":0,"barrage":"66","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-36-54  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-09 00:36:54","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-36-59  房间人数为 6
2019-04-09-00-37-14  房间人数为 6
2019-04-09-00-37-29  房间人数为 6
2019-04-09-00-37-44  房间人数为 6
2019-04-09-00-37-46  我shi养猫人 66
2019-04-09-00-37-46  娃
2019-04-09-00-37-46  {"type":0,"barrage":"66","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-09-00-37-46  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-09 00:37:46","control":0,"nick":"我shi养猫人","balance":97500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-37-59  房间人数为 6
2019-04-09-00-38-14  房间人数为 6
2019-04-09-00-38-29  房间人数为 6
2019-04-09-00-38-44  房间人数为 6
2019-04-09-00-38-59  房间人数为 6
2019-04-09-00-39-14  房间人数为 6
2019-04-09-00-39-29  房间人数为 6
2019-04-09-00-39-44  房间人数为 6
2019-04-09-00-39-59  房间人数为 6
2019-04-09-00-40-14  房间人数为 6
2019-04-09-00-40-21  10799688025_bili 6666
2019-04-09-00-40-21  娃
2019-04-09-00-40-21  {"type":0,"barrage":"6666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-40-21  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-09 00:40:21","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-40-29  房间人数为 6
2019-04-09-00-40-44  房间人数为 6
2019-04-09-00-40-59  房间人数为 6
2019-04-09-00-41-14  房间人数为 6
2019-04-09-00-41-29  房间人数为 6
2019-04-09-00-41-44  房间人数为 6
2019-04-09-00-41-59  娃娃星球 点歌 有一种悲伤
2019-04-09-00-41-59  娃
2019-04-09-00-41-59  {"type":0,"barrage":"点歌有一种悲伤","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-09-00-41-59  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌有一种悲伤","addTime":"2019-04-09 00:41:59","control":0,"nick":"娃娃星球","balance":38100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-41-59  房间人数为 6
2019-04-09-00-42-14  房间人数为 6
2019-04-09-00-42-29  房间人数为 6
2019-04-09-00-42-44  房间人数为 6
2019-04-09-00-42-57  我shi养猫人 666
2019-04-09-00-42-57  娃
2019-04-09-00-42-58  {"type":0,"barrage":"666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-09-00-42-58  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-09 00:42:58","control":0,"nick":"我shi养猫人","balance":97500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-42-59  房间人数为 6
2019-04-09-00-43-14  房间人数为 6
2019-04-09-00-43-29  房间人数为 6
2019-04-09-00-43-44  房间人数为 6
2019-04-09-00-43-59  房间人数为 6
2019-04-09-00-44-14  房间人数为 6
2019-04-09-00-44-29  房间人数为 6
2019-04-09-00-44-44  房间人数为 6
2019-04-09-00-44-57  10799688025_bili 点歌 光年之外
2019-04-09-00-44-57  娃
2019-04-09-00-44-57  {"type":0,"barrage":"点歌光年之外","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-44-57  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌光年之外","addTime":"2019-04-09 00:44:57","control":0,"nick":"10799688025_bili","balance":70200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-44-59  房间人数为 6
2019-04-09-00-45-14  房间人数为 6
2019-04-09-00-45-29  房间人数为 6
2019-04-09-00-45-44  房间人数为 6
2019-04-09-00-45-51  10799688025_bili 分屏模式
2019-04-09-00-45-51  娃
2019-04-09-00-45-51  {"type":0,"barrage":"分屏模式","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-45-51  client接收到：{"state":true,"result":"200","data":{"type":0,"barrage":"分屏模式","addTime":"2019-04-09 00:45:51","control":1,"nick":"10799688025_bili","balance":70100,"optId":10,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-09-00-45-52  
2019-04-09-00-45-53  喵哩喵哩点砍木 #主播接收到指令,正在执行
2019-04-09-00-45-59  房间人数为 6
2019-04-09-00-46-14  房间人数为 6
2019-04-09-00-46-29  房间人数为 6
2019-04-09-00-46-44  房间人数为 6
2019-04-09-00-46-59  房间人数为 6
2019-04-09-00-47-14  房间人数为 6
2019-04-09-00-47-29  房间人数为 5
2019-04-09-00-47-44  房间人数为 5
2019-04-09-00-47-59  房间人数为 5
2019-04-09-00-48-14  房间人数为 5
2019-04-09-00-48-29  房间人数为 5
2019-04-09-00-48-44  房间人数为 5
2019-04-09-00-48-59  房间人数为 5
2019-04-09-00-49-14  房间人数为 5
2019-04-09-00-49-29  房间人数为 5
2019-04-09-00-49-44  房间人数为 5
2019-04-09-00-49-59  房间人数为 5
2019-04-09-00-50-14  房间人数为 5
2019-04-09-00-50-29  房间人数为 6
2019-04-09-00-50-44  房间人数为 6
2019-04-09-00-50-59  房间人数为 6
2019-04-09-00-51-14  房间人数为 6
2019-04-09-00-51-21  我shi养猫人 66
2019-04-09-00-51-21  娃
2019-04-09-00-51-21  {"type":0,"barrage":"66","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-09-00-51-22  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-09 00:51:22","control":0,"nick":"我shi养猫人","balance":97400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-51-29  房间人数为 6
2019-04-09-00-51-44  房间人数为 6
2019-04-09-00-51-59  房间人数为 6
2019-04-09-00-52-14  房间人数为 6
2019-04-09-00-52-29  房间人数为 6
2019-04-09-00-52-44  房间人数为 6
2019-04-09-00-52-58  我shi养猫人 6
2019-04-09-00-52-58  娃
2019-04-09-00-52-58  {"type":0,"barrage":"6","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-09-00-52-58  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-09 00:52:58","control":0,"nick":"我shi养猫人","balance":97400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-52-59  房间人数为 6
2019-04-09-00-53-14  房间人数为 6
2019-04-09-00-53-29  房间人数为 6
2019-04-09-00-53-30  10799688025_bili 我的余额
2019-04-09-00-53-30  娃
2019-04-09-00-53-30  {"type":0,"barrage":"我的余额","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-53-30  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-09 00:53:30","control":0,"nick":"10799688025_bili","balance":70100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-53-30  
2019-04-09-00-53-31  
2019-04-09-00-53-31  喵哩喵哩点砍木 #@10799688025_bili用
2019-04-09-00-53-31  喵哩喵哩点砍木 #户余额为70100
2019-04-09-00-53-44  房间人数为 6
2019-04-09-00-53-59  房间人数为 6
2019-04-09-00-54-14  房间人数为 6
2019-04-09-00-54-29  房间人数为 6
2019-04-09-00-54-44  房间人数为 6
2019-04-09-00-54-59  房间人数为 6
2019-04-09-00-55-14  房间人数为 6
2019-04-09-00-55-29  房间人数为 6
2019-04-09-00-55-44  房间人数为 6
2019-04-09-00-55-59  房间人数为 6
2019-04-09-00-56-14  房间人数为 6
2019-04-09-00-56-29  房间人数为 6
2019-04-09-00-56-44  房间人数为 6
2019-04-09-00-56-59  房间人数为 6
2019-04-09-00-57-14  房间人数为 6
2019-04-09-00-57-29  房间人数为 6
2019-04-09-00-57-43  娃娃星球 抓x2y3
2019-04-09-00-57-43  x2y3
2019-04-09-00-57-43  {"type":2,"barrage":"申请上机","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-09-00-57-43  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-09 00:57:43","control":1,"nick":"娃娃星球","balance":38000,"optId":30,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-43  Wawaji上机申请
2019-04-09-00-57-44  
2019-04-09-00-57-44  {"type":3,"barrage":"x2y3","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":31,"playOptId":4099552}

2019-04-09-00-57-44  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x2y3","addTime":"2019-04-09 00:57:44","control":1,"nick":"娃娃星球","balance":38000,"optId":31,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-44  Wawaji运行完成
2019-04-09-00-57-44  {"type":4,"barrage":"x2y3","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":32,"playOptId":4099552}

2019-04-09-00-57-44  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:44","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-44  房间人数为 6
2019-04-09-00-57-45  喵哩喵哩点砍木 #@娃娃星球正在抓取x2y3
2019-04-09-00-57-45  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:45","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-46  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:46","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-47  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:47","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-48  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:48","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-49  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:49","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-50  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:50","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-51  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:51","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-52  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:52","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-53  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:53","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-54  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:54","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-55  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:55","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":-1},"msg":"成功"}

2019-04-09-00-57-56  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y3","addTime":"2019-04-09 00:57:56","control":1,"nick":"娃娃星球","balance":38000,"optId":32,"playOptId":4099552,"result":0},"msg":"成功"}

2019-04-09-00-57-57  Wawaji反馈完成
2019-04-09-00-57-58  
2019-04-09-00-57-58  Wawaji运行完成
2019-04-09-00-57-59  喵哩喵哩点砍木 #@娃娃星球未抓到娃娃，继续努力哟
2019-04-09-00-57-59  房间人数为 6
2019-04-09-00-58-14  房间人数为 6
2019-04-09-00-58-29  房间人数为 6
2019-04-09-00-58-43  10799688025_bili 11111
2019-04-09-00-58-43  娃
2019-04-09-00-58-43  {"type":0,"barrage":"11111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-09-00-58-43  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-09 00:58:43","control":0,"nick":"10799688025_bili","balance":70100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-09-00-58-44  房间人数为 6
2019-04-09-00-58-59  房间人数为 6
2019-04-09-00-59-14  房间人数为 6
2019-04-09-00-59-29  房间人数为 6
2019-04-09-00-59-44  房间人数为 6
2019-04-09-00-59-59  房间人数为 6
2019-04-09-01-00-14  房间人数为 6
2019-04-09-01-00-15  10799688025_bili 666
2019-04-09-01-00-15  娃
2019-04-09-01-00-15  {"type":0,"barrage":"666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

