2019-04-16-00-00-00  次日数据更新
2019-04-16-00-00-27  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y6","addTime":"2019-04-16 00:00:27","control":1,"nick":"栗子酱_29","balance":100,"optId":32,"playOptId":4129779,"result":-1},"msg":"成功"}

2019-04-16-00-00-28  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y6","addTime":"2019-04-16 00:00:28","control":1,"nick":"栗子酱_29","balance":100,"optId":32,"playOptId":4129779,"result":-1},"msg":"成功"}

2019-04-16-00-00-29  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y6","addTime":"2019-04-16 00:00:29","control":1,"nick":"栗子酱_29","balance":100,"optId":32,"playOptId":4129779,"result":-1},"msg":"成功"}

2019-04-16-00-00-30  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y6","addTime":"2019-04-16 00:00:30","control":1,"nick":"栗子酱_29","balance":100,"optId":32,"playOptId":4129779,"result":0},"msg":"成功"}

2019-04-16-00-00-30  Wawaji反馈完成
2019-04-16-00-00-31  
2019-04-16-00-00-32  Wawaji运行完成
2019-04-16-00-00-32  喵哩喵哩点砍木 #@栗子酱_29未抓到娃娃，继续努力哟
2019-04-16-00-00-38  赵子魔 0.0
2019-04-16-00-00-38  娃
2019-04-16-00-00-38  {"type":0,"barrage":"0.0","nick":"赵子魔","sid":"13373205","giftNum":0,"source":1,"optId":10}

2019-04-16-00-00-39  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"0.0","addTime":"2019-04-16 00:00:39","control":0,"nick":"赵子魔","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-16-00-00-41  房间人数为 14
2019-04-16-00-00-56  房间人数为 14
2019-04-16-00-01-11  房间人数为 14
2019-04-16-00-01-13  栗子酱_29 (/TДT)/
2019-04-16-00-01-13  娃
2019-04-16-00-01-13  {"type":0,"barrage":"(/TДT)/","nick":"栗子酱_29","sid":"297606796","giftNum":0,"source":1,"optId":10}

2019-04-16-00-01-13  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"(/TДT)/","addTime":"2019-04-16 00:01:13","control":0,"nick":"栗子酱_29","balance":100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-16-00-01-25  栗子酱_29 溜了溜了
2019-04-16-00-01-25  娃
2019-04-16-00-01-25  {"type":0,"barrage":"溜了溜了","nick":"栗子酱_29","sid":"297606796","giftNum":0,"source":1,"optId":10}

2019-04-16-00-01-25  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"溜了溜了","addTime":"2019-04-16 00:01:25","control":0,"nick":"栗子酱_29","balance":100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-16-00-01-26  房间人数为 14
2019-04-16-00-01-41  房间人数为 16
2019-04-16-00-01-56  房间人数为 16
2019-04-16-00-02-11  房间人数为 16
2019-04-16-00-02-26  房间人数为 15
2019-04-16-00-02-41  房间人数为 15
2019-04-16-00-02-56  房间人数为 15
2019-04-16-00-03-11  房间人数为 15
2019-04-16-00-03-26  房间人数为 15
2019-04-16-00-03-41  房间人数为 14
2019-04-16-00-03-56  房间人数为 14
2019-04-16-00-04-11  房间人数为 14
2019-04-16-00-04-26  房间人数为 14
2019-04-16-00-04-41  房间人数为 13
2019-04-16-00-04-56  房间人数为 13
2019-04-16-00-05-11  房间人数为 13
2019-04-16-00-05-26  房间人数为 13
2019-04-16-00-05-41  房间人数为 13
2019-04-16-00-05-51  更新cookie
2019-04-16-00-05-56  房间人数为 13
2019-04-16-00-06-11  房间人数为 13
2019-04-16-00-06-26  房间人数为 13
2019-04-16-00-06-41  房间人数为 13
2019-04-16-00-06-56  房间人数为 13
2019-04-16-00-07-11  房间人数为 13
2019-04-16-00-07-26  房间人数为 12
2019-04-16-00-07-41  房间人数为 12
2019-04-16-00-07-45  罗岂送出辣条
2019-04-16-00-07-45  
2019-04-16-00-07-45  {"type":1,"barrage":"辣条","nick":"罗岂","sid":"9970541","giftNum":1,"source":1,"optId":20}

2019-04-16-00-07-46  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-16 00:07:46","control":0,"nick":"罗岂","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-16-00-07-46  礼物
2019-04-16-00-07-46  喵哩喵哩点砍木 #谢罗岂送出的辣条
2019-04-16-00-07-56  房间人数为 12
2019-04-16-00-08-11  房间人数为 12
2019-04-16-00-08-26  罗岂 “抓x2y2”(0-8)
2019-04-16-00-08-26  娃
2019-04-16-00-08-26  {"type":0,"barrage":"“抓x2y2”(0-8)","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":10}

2019-04-16-00-08-26  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"“抓x2y2”(0-8)","addTime":"2019-04-16 00:08:26","control":0,"nick":"罗岂","balance":100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-16-00-08-26  房间人数为 12
2019-04-16-00-08-41  房间人数为 11
2019-04-16-00-08-56  房间人数为 11
2019-04-16-00-09-07  罗岂 抓x2y2
2019-04-16-00-09-07  x2y2
2019-04-16-00-09-07  {"type":2,"barrage":"申请上机","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-16-00-09-07  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-16 00:09:07","control":1,"nick":"罗岂","balance":0,"optId":30,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-07  Wawaji上机申请
2019-04-16-00-09-07  
2019-04-16-00-09-08  {"type":3,"barrage":"x2y2","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":31,"playOptId":4129800}

2019-04-16-00-09-08  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x2y2","addTime":"2019-04-16 00:09:08","control":1,"nick":"罗岂","balance":0,"optId":31,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-08  Wawaji运行完成
2019-04-16-00-09-08  {"type":4,"barrage":"x2y2","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":32,"playOptId":4129800}

2019-04-16-00-09-08  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:08","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-08  喵哩喵哩点砍木 #@罗岂正在抓取x2y2
2019-04-16-00-09-09  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:09","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-10  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:10","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-11  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:11","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-11  房间人数为 11
2019-04-16-00-09-12  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:12","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-13  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:13","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-14  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:14","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-15  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:15","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-16  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:16","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-17  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:17","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-18  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:18","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":-1},"msg":"成功"}

2019-04-16-00-09-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y2","addTime":"2019-04-16 00:09:19","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129800,"result":0},"msg":"成功"}

2019-04-16-00-09-19  Wawaji反馈完成
2019-04-16-00-09-20  
2019-04-16-00-09-21  Wawaji运行完成
2019-04-16-00-09-21  喵哩喵哩点砍木 #@罗岂未抓到娃娃，继续努力哟
2019-04-16-00-09-26  房间人数为 11
2019-04-16-00-09-41  房间人数为 12
2019-04-16-00-09-52  罗岂 抓x3y2
2019-04-16-00-09-52  x3y2
2019-04-16-00-09-52  {"type":2,"barrage":"申请上机","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-16-00-09-52  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-16 00:09:52","control":0,"nick":"罗岂","balance":0,"optId":30,"playOptId":0,"result":-1},"msg":"操作失败，余额不足"}

2019-04-16-00-09-53  
2019-04-16-00-09-53  Wawaji运行完成
2019-04-16-00-09-54  喵哩喵哩点砍木 #@罗岂余额不足，赠送任意礼物即可控制
2019-04-16-00-09-56  房间人数为 12
2019-04-16-00-10-08  罗岂送出辣条
2019-04-16-00-10-08  
2019-04-16-00-10-08  {"type":1,"barrage":"辣条","nick":"罗岂","sid":"9970541","giftNum":1,"source":1,"optId":20}

2019-04-16-00-10-09  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-16 00:10:09","control":0,"nick":"罗岂","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-16-00-10-09  礼物
2019-04-16-00-10-09  喵哩喵哩点砍木 #谢罗岂送出的辣条
2019-04-16-00-10-11  房间人数为 12
2019-04-16-00-10-18  罗岂 抓x3y2
2019-04-16-00-10-18  x3y2
2019-04-16-00-10-18  {"type":2,"barrage":"申请上机","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-16-00-10-18  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-16 00:10:18","control":1,"nick":"罗岂","balance":0,"optId":30,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-18  Wawaji上机申请
2019-04-16-00-10-19  
2019-04-16-00-10-19  {"type":3,"barrage":"x3y2","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":31,"playOptId":4129805}

2019-04-16-00-10-19  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x3y2","addTime":"2019-04-16 00:10:19","control":1,"nick":"罗岂","balance":0,"optId":31,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-19  Wawaji运行完成
2019-04-16-00-10-19  {"type":4,"barrage":"x3y2","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":32,"playOptId":4129805}

2019-04-16-00-10-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:19","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-20  喵哩喵哩点砍木 #@罗岂正在抓取x3y2
2019-04-16-00-10-20  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:20","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-21  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:21","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-22  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:22","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-23  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:23","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-24  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:24","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-25  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:25","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-26  房间人数为 12
2019-04-16-00-10-26  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:26","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-27  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:27","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-28  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:28","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-29  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:29","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-31  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:31","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":-1},"msg":"成功"}

2019-04-16-00-10-32  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x3y2","addTime":"2019-04-16 00:10:32","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129805,"result":0},"msg":"成功"}

2019-04-16-00-10-32  Wawaji反馈完成
2019-04-16-00-10-33  
2019-04-16-00-10-33  Wawaji运行完成
2019-04-16-00-10-34  喵哩喵哩点砍木 #@罗岂未抓到娃娃，继续努力哟
2019-04-16-00-10-41  房间人数为 13
2019-04-16-00-10-55  罗岂送出辣条
2019-04-16-00-10-56  
2019-04-16-00-10-56  {"type":1,"barrage":"辣条","nick":"罗岂","sid":"9970541","giftNum":1,"source":1,"optId":20}

2019-04-16-00-10-56  房间人数为 13
2019-04-16-00-10-56  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-16 00:10:56","control":0,"nick":"罗岂","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-16-00-10-56  礼物
2019-04-16-00-10-57  喵哩喵哩点砍木 #谢罗岂送出的辣条
2019-04-16-00-11-11  房间人数为 13
2019-04-16-00-11-18  罗岂 抓x4y4
2019-04-16-00-11-18  x4y4
2019-04-16-00-11-18  {"type":2,"barrage":"申请上机","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-16-00-11-18  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-16 00:11:18","control":1,"nick":"罗岂","balance":0,"optId":30,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-18  Wawaji上机申请
2019-04-16-00-11-18  
2019-04-16-00-11-19  {"type":3,"barrage":"x4y4","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":31,"playOptId":4129809}

2019-04-16-00-11-19  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x4y4","addTime":"2019-04-16 00:11:19","control":1,"nick":"罗岂","balance":0,"optId":31,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-19  Wawaji运行完成
2019-04-16-00-11-19  {"type":4,"barrage":"x4y4","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":32,"playOptId":4129809}

2019-04-16-00-11-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:19","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-19  喵哩喵哩点砍木 #@罗岂正在抓取x4y4
2019-04-16-00-11-20  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:20","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-21  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:21","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-22  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:22","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-23  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:23","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-24  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:24","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-25  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:25","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-26  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:26","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-26  房间人数为 13
2019-04-16-00-11-27  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:27","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-28  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:28","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-29  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:29","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-30  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:30","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-31  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:31","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":-1},"msg":"成功"}

2019-04-16-00-11-32  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x4y4","addTime":"2019-04-16 00:11:32","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129809,"result":0},"msg":"成功"}

2019-04-16-00-11-32  Wawaji反馈完成
2019-04-16-00-11-33  
2019-04-16-00-11-34  Wawaji运行完成
2019-04-16-00-11-34  喵哩喵哩点砍木 #@罗岂未抓到娃娃，继续努力哟
2019-04-16-00-11-41  房间人数为 13
2019-04-16-00-11-53  罗岂送出辣条
2019-04-16-00-11-53  
2019-04-16-00-11-54  {"type":1,"barrage":"辣条","nick":"罗岂","sid":"9970541","giftNum":1,"source":1,"optId":20}

2019-04-16-00-11-54  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-16 00:11:54","control":0,"nick":"罗岂","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-16-00-11-54  礼物
2019-04-16-00-11-54  喵哩喵哩点砍木 #谢罗岂送出的辣条
2019-04-16-00-11-56  房间人数为 13
2019-04-16-00-12-03  罗岂 抓x5y5
2019-04-16-00-12-03  x5y5
2019-04-16-00-12-03  {"type":2,"barrage":"申请上机","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-16-00-12-03  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-16 00:12:03","control":1,"nick":"罗岂","balance":0,"optId":30,"playOptId":4129812,"result":-1},"msg":"成功"}

2019-04-16-00-12-03  Wawaji上机申请
2019-04-16-00-12-03  
2019-04-16-00-12-04  {"type":3,"barrage":"x5y5","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":31,"playOptId":4129812}

2019-04-16-00-12-04  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x5y5","addTime":"2019-04-16 00:12:04","control":1,"nick":"罗岂","balance":0,"optId":31,"playOptId":4129812,"result":-1},"msg":"成功"}

2019-04-16-00-12-04  Wawaji运行完成
2019-04-16-00-12-04  {"type":4,"barrage":"x5y5","nick":"罗岂","sid":"9970541","giftNum":0,"source":1,"optId":32,"playOptId":4129812}

2019-04-16-00-12-04  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x5y5","addTime":"2019-04-16 00:12:04","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129812,"result":-1},"msg":"成功"}

2019-04-16-00-12-04  喵哩喵哩点砍木 #@罗岂正在抓取x5y5
2019-04-16-00-12-05  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x5y5","addTime":"2019-04-16 00:12:05","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129812,"result":-1},"msg":"成功"}

2019-04-16-00-12-06  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x5y5","addTime":"2019-04-16 00:12:06","control":1,"nick":"罗岂","balance":0,"optId":32,"playOptId":4129812,"result":-1},"msg":"成功"}

