2019-04-08-00-00-00  次日数据更新
2019-04-08-00-11-56  房间人数为 1
2019-04-08-00-12-11  房间人数为 1
2019-04-08-00-12-26  房间人数为 1
2019-04-08-00-12-41  房间人数为 1
2019-04-08-00-12-56  房间人数为 1
2019-04-08-00-13-11  房间人数为 1
2019-04-08-00-13-26  房间人数为 1
2019-04-08-00-13-41  更新cookie
2019-04-08-00-13-41  房间人数为 1
2019-04-08-00-13-56  房间人数为 1
2019-04-08-00-14-11  房间人数为 1
2019-04-08-00-14-26  房间人数为 1
2019-04-08-00-14-41  房间人数为 1
2019-04-08-00-14-56  房间人数为 1
2019-04-08-00-15-11  房间人数为 1
2019-04-08-00-15-26  房间人数为 1
2019-04-08-00-15-41  房间人数为 1
2019-04-08-00-15-56  房间人数为 1
2019-04-08-00-16-11  房间人数为 1
2019-04-08-00-16-26  房间人数为 1
2019-04-08-00-16-41  房间人数为 1
2019-04-08-00-16-56  房间人数为 1
2019-04-08-00-17-11  房间人数为 1
2019-04-08-00-17-26  房间人数为 1
2019-04-08-00-17-41  房间人数为 1
2019-04-08-00-17-56  房间人数为 1
2019-04-08-00-18-11  房间人数为 1
2019-04-08-00-18-26  房间人数为 1
2019-04-08-00-18-41  房间人数为 1
2019-04-08-00-18-56  房间人数为 1
2019-04-08-00-19-11  房间人数为 1
2019-04-08-00-19-26  房间人数为 1
2019-04-08-00-19-41  房间人数为 1
2019-04-08-00-19-56  房间人数为 1
2019-04-08-00-20-11  房间人数为 1
2019-04-08-00-20-26  房间人数为 1
2019-04-08-00-20-41  房间人数为 1
2019-04-08-00-20-56  房间人数为 1
2019-04-08-00-21-11  房间人数为 1
2019-04-08-00-21-26  房间人数为 1
2019-04-08-00-21-41  房间人数为 1
2019-04-08-00-21-56  房间人数为 1
2019-04-08-00-22-11  房间人数为 1
2019-04-08-00-22-26  房间人数为 1
2019-04-08-00-22-27  我shi养猫人 6666
2019-04-08-00-22-28  娃
2019-04-08-00-22-28  {"type":0,"barrage":"6666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-08-00-22-28  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-08 00:22:28","control":0,"nick":"我shi养猫人","balance":101000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-22-41  房间人数为 1
2019-04-08-00-22-56  房间人数为 1
2019-04-08-00-23-11  房间人数为 1
2019-04-08-00-23-26  房间人数为 1
2019-04-08-00-23-41  房间人数为 1
2019-04-08-00-23-56  房间人数为 1
2019-04-08-00-24-11  房间人数为 1
2019-04-08-00-24-26  房间人数为 1
2019-04-08-00-24-41  房间人数为 1
2019-04-08-00-24-56  房间人数为 1
2019-04-08-00-25-01  10799688025_bili 11111
2019-04-08-00-25-01  娃
2019-04-08-00-25-01  {"type":0,"barrage":"11111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-08-00-25-01  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-08 00:25:01","control":0,"nick":"10799688025_bili","balance":73600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-25-11  房间人数为 1
2019-04-08-00-25-26  房间人数为 1
2019-04-08-00-25-41  房间人数为 1
2019-04-08-00-25-56  房间人数为 1
2019-04-08-00-26-11  房间人数为 1
2019-04-08-00-26-26  房间人数为 1
2019-04-08-00-26-41  房间人数为 1
2019-04-08-00-26-56  房间人数为 1
2019-04-08-00-27-11  房间人数为 1
2019-04-08-00-27-26  房间人数为 1
2019-04-08-00-27-41  房间人数为 1
2019-04-08-00-27-56  房间人数为 1
2019-04-08-00-28-11  房间人数为 1
2019-04-08-00-28-19  娃娃星球 1
2019-04-08-00-28-19  娃
2019-04-08-00-28-19  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-08-00-28-19  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-08 00:28:19","control":0,"nick":"娃娃星球","balance":41600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-28-26  房间人数为 1
2019-04-08-00-28-41  房间人数为 1
2019-04-08-00-28-56  房间人数为 1
2019-04-08-00-29-11  房间人数为 1
2019-04-08-00-29-26  房间人数为 1
2019-04-08-00-29-41  房间人数为 1
2019-04-08-00-29-55  10799688025_bili 666
2019-04-08-00-29-55  娃
2019-04-08-00-29-55  {"type":0,"barrage":"666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-08-00-29-55  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-08 00:29:55","control":0,"nick":"10799688025_bili","balance":73600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-29-56  房间人数为 1
2019-04-08-00-30-11  房间人数为 1
2019-04-08-00-30-26  房间人数为 1
2019-04-08-00-30-41  房间人数为 1
2019-04-08-00-30-56  房间人数为 1
2019-04-08-00-30-56  我shi养猫人 6666
2019-04-08-00-30-56  娃
2019-04-08-00-30-56  {"type":0,"barrage":"6666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-08-00-30-57  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-08 00:30:57","control":0,"nick":"我shi养猫人","balance":101000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-31-11  房间人数为 1
2019-04-08-00-31-26  房间人数为 1
2019-04-08-00-31-41  房间人数为 1
2019-04-08-00-31-56  房间人数为 1
2019-04-08-00-32-11  房间人数为 1
2019-04-08-00-32-26  房间人数为 1
2019-04-08-00-32-41  房间人数为 1
2019-04-08-00-32-50  我shi养猫人 6666
2019-04-08-00-32-50  娃
2019-04-08-00-32-50  {"type":0,"barrage":"6666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-08-00-32-50  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-08 00:32:50","control":0,"nick":"我shi养猫人","balance":101000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-32-56  房间人数为 1
2019-04-08-00-33-11  房间人数为 1
2019-04-08-00-33-26  房间人数为 1
2019-04-08-00-33-33  10799688025_bili 666
2019-04-08-00-33-33  娃
2019-04-08-00-33-33  {"type":0,"barrage":"666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-08-00-33-33  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-08 00:33:33","control":0,"nick":"10799688025_bili","balance":73500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-33-41  房间人数为 1
2019-04-08-00-33-56  房间人数为 1
2019-04-08-00-34-11  房间人数为 1
2019-04-08-00-34-26  房间人数为 1
2019-04-08-00-34-41  房间人数为 1
2019-04-08-00-34-56  房间人数为 1
2019-04-08-00-35-11  房间人数为 1
2019-04-08-00-35-26  房间人数为 1
2019-04-08-00-35-41  房间人数为 1
2019-04-08-00-35-56  房间人数为 1
2019-04-08-00-36-11  房间人数为 1
2019-04-08-00-36-26  房间人数为 1
2019-04-08-00-36-41  房间人数为 1
2019-04-08-00-36-56  房间人数为 1
2019-04-08-00-37-03  娃娃星球 1
2019-04-08-00-37-03  娃
2019-04-08-00-37-03  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-08-00-37-03  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-08 00:37:03","control":0,"nick":"娃娃星球","balance":41600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-37-11  房间人数为 1
2019-04-08-00-37-26  房间人数为 1
2019-04-08-00-37-41  房间人数为 1
2019-04-08-00-37-56  房间人数为 1
2019-04-08-00-38-02  我shi养猫人 抓x2y4
2019-04-08-00-38-02  x2y4
2019-04-08-00-38-02  {"type":2,"barrage":"申请上机","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-08-00-38-02  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-08 00:38:02","control":1,"nick":"我shi养猫人","balance":100900,"optId":30,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-02  Wawaji上机申请
2019-04-08-00-38-02  
2019-04-08-00-38-02  {"type":3,"barrage":"x2y4","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":31,"playOptId":4093475}

2019-04-08-00-38-02  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x2y4","addTime":"2019-04-08 00:38:02","control":1,"nick":"我shi养猫人","balance":100900,"optId":31,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-03  Wawaji运行完成
2019-04-08-00-38-03  {"type":4,"barrage":"x2y4","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":32,"playOptId":4093475}

2019-04-08-00-38-03  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:03","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-03  喵哩喵哩点砍木 #@我shi养猫人正在抓取x2y4
2019-04-08-00-38-04  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:04","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-05  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:05","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-06  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:06","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-07  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:07","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-08  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:08","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-09  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:09","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-10  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:10","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-11  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:11","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-11  房间人数为 1
2019-04-08-00-38-12  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:12","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-13  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:13","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-14  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:14","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-15  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:15","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":-1},"msg":"成功"}

2019-04-08-00-38-16  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y4","addTime":"2019-04-08 00:38:16","control":1,"nick":"我shi养猫人","balance":100900,"optId":32,"playOptId":4093475,"result":0},"msg":"成功"}

2019-04-08-00-38-16  Wawaji反馈完成
2019-04-08-00-38-17  
2019-04-08-00-38-18  
2019-04-08-00-38-18  喵哩喵哩点砍木 #@我shi养猫人未抓到娃娃，继续努力
2019-04-08-00-38-18  喵哩喵哩点砍木 #哟
2019-04-08-00-38-19  Wawaji运行完成
2019-04-08-00-38-26  房间人数为 1
2019-04-08-00-38-41  房间人数为 1
2019-04-08-00-38-56  房间人数为 1
2019-04-08-00-39-11  房间人数为 1
2019-04-08-00-39-26  房间人数为 1
2019-04-08-00-39-41  房间人数为 1
2019-04-08-00-39-56  房间人数为 1
2019-04-08-00-40-11  房间人数为 1
2019-04-08-00-40-26  房间人数为 1
2019-04-08-00-40-41  房间人数为 1
2019-04-08-00-40-55  娃娃星球 11111
2019-04-08-00-40-55  娃
2019-04-08-00-40-55  {"type":0,"barrage":"11111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-08-00-40-55  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-08 00:40:55","control":0,"nick":"娃娃星球","balance":41600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-40-56  房间人数为 1
2019-04-08-00-41-11  房间人数为 1
2019-04-08-00-41-26  房间人数为 1
2019-04-08-00-41-41  房间人数为 1
2019-04-08-00-41-56  房间人数为 1
2019-04-08-00-42-11  房间人数为 1
2019-04-08-00-42-24  娃娃星球 点歌 年少有为
2019-04-08-00-42-24  娃
2019-04-08-00-42-24  {"type":0,"barrage":"点歌年少有为","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-08-00-42-24  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌年少有为","addTime":"2019-04-08 00:42:24","control":0,"nick":"娃娃星球","balance":41600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-42-26  房间人数为 1
2019-04-08-00-42-41  房间人数为 1
2019-04-08-00-42-56  房间人数为 1
2019-04-08-00-43-11  房间人数为 1
2019-04-08-00-43-26  房间人数为 1
2019-04-08-00-43-41  房间人数为 1
2019-04-08-00-43-56  房间人数为 1
2019-04-08-00-43-58  娃娃星球 1
2019-04-08-00-43-58  娃
2019-04-08-00-43-58  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-08-00-43-58  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-08 00:43:58","control":0,"nick":"娃娃星球","balance":41600,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-44-11  房间人数为 1
2019-04-08-00-44-26  房间人数为 1
2019-04-08-00-44-41  房间人数为 1
2019-04-08-00-44-56  房间人数为 1
2019-04-08-00-45-11  房间人数为 1
2019-04-08-00-45-26  房间人数为 1
2019-04-08-00-45-41  房间人数为 1
2019-04-08-00-45-53  我shi养猫人 点歌 盗将行
2019-04-08-00-45-53  娃
2019-04-08-00-45-53  {"type":0,"barrage":"点歌盗将行","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-08-00-45-53  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌盗将行","addTime":"2019-04-08 00:45:53","control":0,"nick":"我shi养猫人","balance":100900,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-45-56  房间人数为 1
2019-04-08-00-46-11  房间人数为 1
2019-04-08-00-46-26  房间人数为 1
2019-04-08-00-46-41  房间人数为 1
2019-04-08-00-46-56  房间人数为 1
2019-04-08-00-47-09  我shi养猫人 66
2019-04-08-00-47-09  娃
2019-04-08-00-47-09  {"type":0,"barrage":"66","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-08-00-47-09  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-08 00:47:09","control":0,"nick":"我shi养猫人","balance":100900,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-47-11  房间人数为 1
2019-04-08-00-47-26  房间人数为 1
2019-04-08-00-47-41  房间人数为 1
2019-04-08-00-47-56  房间人数为 1
2019-04-08-00-48-11  房间人数为 1
2019-04-08-00-48-26  房间人数为 1
2019-04-08-00-48-41  房间人数为 1
2019-04-08-00-48-56  房间人数为 1
2019-04-08-00-49-01  10799688025_bili 66
2019-04-08-00-49-01  娃
2019-04-08-00-49-01  {"type":0,"barrage":"66","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-08-00-49-01  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-08 00:49:01","control":0,"nick":"10799688025_bili","balance":73500,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-08-00-49-11  房间人数为 1
2019-04-08-00-49-26  房间人数为 1
2019-04-08-00-49-41  房间人数为 1
2019-04-08-00-49-56  房间人数为 1
2019-04-08-00-50-11  房间人数为 1
2019-04-08-00-50-26  房间人数为 1
2019-04-08-00-50-38  我shi养猫人 点歌 出山
2019-04-08-00-50-38  娃
2019-04-08-00-50-38  {"type":0,"barrage":"点歌出山","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

