2019-04-06-00-00-00  次日数据更新
2019-04-06-00-07-14  娃
2019-04-06-00-07-14  {"type":0,"barrage":"6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-06-00-07-15  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-06 00:07:15","control":0,"nick":"10799688025_bili","balance":71300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-07-24  房间人数为 8
2019-04-06-00-07-30  更新cookie
2019-04-06-00-07-39  房间人数为 7
2019-04-06-00-07-54  房间人数为 7
2019-04-06-00-08-09  房间人数为 7
2019-04-06-00-08-24  房间人数为 7
2019-04-06-00-08-39  房间人数为 7
2019-04-06-00-08-54  房间人数为 7
2019-04-06-00-09-09  房间人数为 7
2019-04-06-00-09-24  房间人数为 7
2019-04-06-00-09-31  娃娃星球 抓x7y2
2019-04-06-00-09-31  x7y2
2019-04-06-00-09-31  {"type":2,"barrage":"申请上机","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-06-00-09-31  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-06 00:09:31","control":1,"nick":"娃娃星球","balance":49800,"optId":30,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-31  Wawaji上机申请
2019-04-06-00-09-31  
2019-04-06-00-09-32  {"type":3,"barrage":"x7y2","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":31,"playOptId":4087956}

2019-04-06-00-09-32  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x7y2","addTime":"2019-04-06 00:09:32","control":1,"nick":"娃娃星球","balance":49800,"optId":31,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-32  Wawaji运行完成
2019-04-06-00-09-32  {"type":4,"barrage":"x7y2","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":32,"playOptId":4087956}

2019-04-06-00-09-32  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:32","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-32  喵哩喵哩点砍木 #@娃娃星球正在抓取x7y2
2019-04-06-00-09-33  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:33","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-34  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:34","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-35  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:35","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-36  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:36","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-37  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:37","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-38  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:38","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-39  房间人数为 7
2019-04-06-00-09-39  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:39","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-40  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:40","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-41  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:41","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-42  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:42","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-43  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:43","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-44  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:44","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-45  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:45","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-46  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:46","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":-1},"msg":"成功"}

2019-04-06-00-09-47  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:09:47","control":1,"nick":"娃娃星球","balance":49800,"optId":32,"playOptId":4087956,"result":0},"msg":"成功"}

2019-04-06-00-09-47  Wawaji反馈完成
2019-04-06-00-09-48  
2019-04-06-00-09-49  Wawaji运行完成
2019-04-06-00-09-49  喵哩喵哩点砍木 #@娃娃星球未抓到娃娃，继续努力哟
2019-04-06-00-09-54  房间人数为 7
2019-04-06-00-10-09  房间人数为 7
2019-04-06-00-10-24  房间人数为 7
2019-04-06-00-10-38  10799688025_bili 1111
2019-04-06-00-10-38  娃
2019-04-06-00-10-38  {"type":0,"barrage":"1111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-06-00-10-38  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-06 00:10:38","control":0,"nick":"10799688025_bili","balance":71300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-10-39  房间人数为 7
2019-04-06-00-10-54  房间人数为 7
2019-04-06-00-11-09  房间人数为 7
2019-04-06-00-11-24  房间人数为 7
2019-04-06-00-11-39  房间人数为 7
2019-04-06-00-11-54  房间人数为 7
2019-04-06-00-12-04  10799688025_bili 抓x2y6
2019-04-06-00-12-04  x2y6
2019-04-06-00-12-04  {"type":2,"barrage":"申请上机","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-06-00-12-04  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-06 00:12:04","control":1,"nick":"10799688025_bili","balance":71200,"optId":30,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-05  Wawaji上机申请
2019-04-06-00-12-05  
2019-04-06-00-12-05  
2019-04-06-00-12-06  喵哩喵哩点砍木 #@10799688025_bili正
2019-04-06-00-12-06  喵哩喵哩点砍木 #在抓取x2y6
2019-04-06-00-12-06  {"type":3,"barrage":"x2y6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":31,"playOptId":4087970}

2019-04-06-00-12-06  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x2y6","addTime":"2019-04-06 00:12:06","control":1,"nick":"10799688025_bili","balance":71200,"optId":31,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-06  Wawaji运行完成
2019-04-06-00-12-06  {"type":4,"barrage":"x2y6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":32,"playOptId":4087970}

2019-04-06-00-12-07  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:07","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-08  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:08","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-09  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:09","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-09  房间人数为 7
2019-04-06-00-12-10  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:10","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-11  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:11","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-12  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:12","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-13  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:13","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-14  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:14","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-15  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:15","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-16  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:16","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-17  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:17","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-18  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:18","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:19","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-20  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:20","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-21  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:21","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":-1},"msg":"成功"}

2019-04-06-00-12-22  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x2y6","addTime":"2019-04-06 00:12:22","control":1,"nick":"10799688025_bili","balance":71200,"optId":32,"playOptId":4087970,"result":0},"msg":"成功"}

2019-04-06-00-12-22  Wawaji反馈完成
2019-04-06-00-12-23  
2019-04-06-00-12-23  
2019-04-06-00-12-24  房间人数为 7
2019-04-06-00-12-24  喵哩喵哩点砍木 #@10799688025_bili未
2019-04-06-00-12-24  喵哩喵哩点砍木 #抓到娃娃，继续努力哟
2019-04-06-00-12-24  Wawaji运行完成
2019-04-06-00-12-39  房间人数为 7
2019-04-06-00-12-54  房间人数为 7
2019-04-06-00-13-09  房间人数为 7
2019-04-06-00-13-24  房间人数为 7
2019-04-06-00-13-39  房间人数为 7
2019-04-06-00-13-54  房间人数为 7
2019-04-06-00-14-09  房间人数为 7
2019-04-06-00-14-24  房间人数为 7
2019-04-06-00-14-36  娃娃星球 1
2019-04-06-00-14-36  娃
2019-04-06-00-14-36  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-06-00-14-36  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-06 00:14:36","control":0,"nick":"娃娃星球","balance":49800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-14-39  房间人数为 7
2019-04-06-00-14-54  房间人数为 7
2019-04-06-00-15-09  房间人数为 7
2019-04-06-00-15-24  房间人数为 7
2019-04-06-00-15-39  房间人数为 7
2019-04-06-00-15-54  房间人数为 7
2019-04-06-00-15-56  10799688025_bili 点歌 盛夏
2019-04-06-00-15-56  娃
2019-04-06-00-15-56  {"type":0,"barrage":"点歌盛夏","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-06-00-15-56  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌盛夏","addTime":"2019-04-06 00:15:56","control":0,"nick":"10799688025_bili","balance":71100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-16-09  房间人数为 7
2019-04-06-00-16-24  房间人数为 7
2019-04-06-00-16-39  房间人数为 7
2019-04-06-00-16-54  房间人数为 7
2019-04-06-00-17-09  房间人数为 7
2019-04-06-00-17-24  房间人数为 7
2019-04-06-00-17-32  我shi养猫人 11111
2019-04-06-00-17-32  娃
2019-04-06-00-17-32  {"type":0,"barrage":"11111","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-06-00-17-32  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-06 00:17:32","control":0,"nick":"我shi养猫人","balance":109100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-17-39  房间人数为 7
2019-04-06-00-17-54  房间人数为 7
2019-04-06-00-18-04  我shi养猫人 好萌好可爱
2019-04-06-00-18-04  娃
2019-04-06-00-18-05  {"type":0,"barrage":"好萌好可爱","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-06-00-18-05  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"好萌好可爱","addTime":"2019-04-06 00:18:05","control":0,"nick":"我shi养猫人","balance":109100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-18-09  房间人数为 7
2019-04-06-00-18-24  房间人数为 7
2019-04-06-00-18-39  房间人数为 7
2019-04-06-00-18-39  10799688025_bili 抓x7y2
2019-04-06-00-18-39  x7y2
2019-04-06-00-18-39  {"type":2,"barrage":"申请上机","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-06-00-18-39  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-06 00:18:39","control":1,"nick":"10799688025_bili","balance":71000,"optId":30,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-39  Wawaji上机申请
2019-04-06-00-18-40  
2019-04-06-00-18-40  
2019-04-06-00-18-41  喵哩喵哩点砍木 #@10799688025_bili正
2019-04-06-00-18-41  喵哩喵哩点砍木 #在抓取x7y2
2019-04-06-00-18-41  {"type":3,"barrage":"x7y2","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":31,"playOptId":4088015}

2019-04-06-00-18-41  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x7y2","addTime":"2019-04-06 00:18:41","control":1,"nick":"10799688025_bili","balance":71000,"optId":31,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-41  Wawaji运行完成
2019-04-06-00-18-41  {"type":4,"barrage":"x7y2","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":32,"playOptId":4088015}

2019-04-06-00-18-41  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:41","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-42  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:42","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-43  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:43","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-44  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:44","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-45  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:45","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-46  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:46","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-47  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:47","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-48  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:48","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-49  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:49","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-50  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:50","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-51  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:51","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-52  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:52","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-53  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:53","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-54  房间人数为 7
2019-04-06-00-18-54  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:54","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-55  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:55","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":-1},"msg":"成功"}

2019-04-06-00-18-56  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x7y2","addTime":"2019-04-06 00:18:56","control":1,"nick":"10799688025_bili","balance":71000,"optId":32,"playOptId":4088015,"result":0},"msg":"成功"}

2019-04-06-00-18-56  Wawaji反馈完成
2019-04-06-00-18-57  
2019-04-06-00-18-59  喵哩喵哩点砍木 #@10799688025_bili未
2019-04-06-00-18-59  Wawaji运行完成
2019-04-06-00-19-09  房间人数为 7
2019-04-06-00-19-24  房间人数为 7
2019-04-06-00-19-39  房间人数为 7
2019-04-06-00-19-54  房间人数为 7
2019-04-06-00-20-05  我shi养猫人 点歌 出山
2019-04-06-00-20-05  娃
2019-04-06-00-20-05  {"type":0,"barrage":"点歌出山","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-06-00-20-05  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌出山","addTime":"2019-04-06 00:20:05","control":0,"nick":"我shi养猫人","balance":109100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-20-09  房间人数为 7
2019-04-06-00-20-24  房间人数为 7
2019-04-06-00-20-39  房间人数为 7
2019-04-06-00-20-52  娃娃星球 666
2019-04-06-00-20-52  娃
2019-04-06-00-20-52  {"type":0,"barrage":"666","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-06-00-20-52  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-06 00:20:52","control":0,"nick":"娃娃星球","balance":49800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-20-54  房间人数为 7
2019-04-06-00-21-09  房间人数为 7
2019-04-06-00-21-24  房间人数为 7
2019-04-06-00-21-39  房间人数为 7
2019-04-06-00-21-54  房间人数为 7
2019-04-06-00-22-09  房间人数为 7
2019-04-06-00-22-24  房间人数为 7
2019-04-06-00-22-39  房间人数为 7
2019-04-06-00-22-54  房间人数为 7
2019-04-06-00-23-09  房间人数为 7
2019-04-06-00-23-24  房间人数为 7
2019-04-06-00-23-39  房间人数为 7
2019-04-06-00-23-54  房间人数为 7
2019-04-06-00-24-07  我shi养猫人 1111
2019-04-06-00-24-07  娃
2019-04-06-00-24-07  {"type":0,"barrage":"1111","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-06-00-24-07  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-06 00:24:07","control":0,"nick":"我shi养猫人","balance":109100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-24-09  房间人数为 7
2019-04-06-00-24-24  房间人数为 7
2019-04-06-00-24-39  房间人数为 7
2019-04-06-00-24-54  房间人数为 7
2019-04-06-00-25-09  房间人数为 7
2019-04-06-00-25-24  房间人数为 7
2019-04-06-00-25-39  房间人数为 7
2019-04-06-00-25-42  10799688025_bili 666
2019-04-06-00-25-42  娃
2019-04-06-00-25-42  {"type":0,"barrage":"666","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-06-00-25-42  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-06 00:25:42","control":0,"nick":"10799688025_bili","balance":71000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-25-54  房间人数为 7
2019-04-06-00-26-09  房间人数为 7
2019-04-06-00-26-24  房间人数为 7
2019-04-06-00-26-39  房间人数为 7
2019-04-06-00-26-54  房间人数为 7
2019-04-06-00-27-05  娃娃星球 66
2019-04-06-00-27-05  娃
2019-04-06-00-27-05  {"type":0,"barrage":"66","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-06-00-27-05  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-06 00:27:05","control":0,"nick":"娃娃星球","balance":49800,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-06-00-27-09  房间人数为 7
2019-04-06-00-27-24  房间人数为 7
