2019-04-10-00-00-00  次日数据更新
2019-04-10-00-06-35  房间人数为 5
2019-04-10-00-06-50  房间人数为 5
2019-04-10-00-07-05  房间人数为 5
2019-04-10-00-07-20  房间人数为 5
2019-04-10-00-07-35  房间人数为 5
2019-04-10-00-07-50  房间人数为 5
2019-04-10-00-08-05  房间人数为 5
2019-04-10-00-08-20  房间人数为 5
2019-04-10-00-08-35  房间人数为 5
2019-04-10-00-08-50  房间人数为 5
2019-04-10-00-09-05  房间人数为 5
2019-04-10-00-09-20  房间人数为 5
2019-04-10-00-09-35  房间人数为 5
2019-04-10-00-09-50  房间人数为 5
2019-04-10-00-10-05  房间人数为 5
2019-04-10-00-10-16  我shi养猫人 点歌 出山
2019-04-10-00-10-16  娃
2019-04-10-00-10-16  {"type":0,"barrage":"点歌出山","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-10-16  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌出山","addTime":"2019-04-10 00:10:16","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-10-20  房间人数为 5
2019-04-10-00-10-35  房间人数为 5
2019-04-10-00-10-50  房间人数为 5
2019-04-10-00-11-05  房间人数为 5
2019-04-10-00-11-20  房间人数为 5
2019-04-10-00-11-35  房间人数为 5
2019-04-10-00-11-50  房间人数为 5
2019-04-10-00-12-05  房间人数为 5
2019-04-10-00-12-11  我shi养猫人 666
2019-04-10-00-12-11  娃
2019-04-10-00-12-11  {"type":0,"barrage":"666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-12-11  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-10 00:12:11","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-12-20  房间人数为 5
2019-04-10-00-12-35  房间人数为 5
2019-04-10-00-12-50  房间人数为 5
2019-04-10-00-13-05  房间人数为 5
2019-04-10-00-13-20  房间人数为 5
2019-04-10-00-13-35  房间人数为 5
2019-04-10-00-13-37  我shi养猫人 点歌 出山
2019-04-10-00-13-37  娃
2019-04-10-00-13-37  {"type":0,"barrage":"点歌出山","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-13-37  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌出山","addTime":"2019-04-10 00:13:37","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-13-50  房间人数为 5
2019-04-10-00-14-05  房间人数为 5
2019-04-10-00-14-20  房间人数为 5
2019-04-10-00-14-35  房间人数为 5
2019-04-10-00-14-50  房间人数为 5
2019-04-10-00-15-05  房间人数为 5
2019-04-10-00-15-13  10799688025_bili 1
2019-04-10-00-15-13  娃
2019-04-10-00-15-13  {"type":0,"barrage":"1","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-15-13  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-10 00:15:13","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-15-20  房间人数为 5
2019-04-10-00-15-35  房间人数为 5
2019-04-10-00-15-50  房间人数为 5
2019-04-10-00-16-05  房间人数为 5
2019-04-10-00-16-20  房间人数为 5
2019-04-10-00-16-35  房间人数为 5
2019-04-10-00-16-50  房间人数为 5
2019-04-10-00-17-05  房间人数为 5
2019-04-10-00-17-20  房间人数为 5
2019-04-10-00-17-35  房间人数为 5
2019-04-10-00-17-50  房间人数为 5
2019-04-10-00-18-05  房间人数为 5
2019-04-10-00-18-20  房间人数为 5
2019-04-10-00-18-35  房间人数为 5
2019-04-10-00-18-50  房间人数为 5
2019-04-10-00-19-05  房间人数为 5
2019-04-10-00-19-20  房间人数为 5
2019-04-10-00-19-35  房间人数为 5
2019-04-10-00-19-49  我shi养猫人 点歌 绿色
2019-04-10-00-19-49  娃
2019-04-10-00-19-49  {"type":0,"barrage":"点歌绿色","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-19-49  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌绿色","addTime":"2019-04-10 00:19:49","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-19-50  房间人数为 5
2019-04-10-00-20-05  房间人数为 5
2019-04-10-00-20-20  房间人数为 5
2019-04-10-00-20-35  房间人数为 5
2019-04-10-00-20-50  房间人数为 5
2019-04-10-00-21-05  房间人数为 5
2019-04-10-00-21-20  房间人数为 5
2019-04-10-00-21-26  10799688025_bili 11111
2019-04-10-00-21-26  娃
2019-04-10-00-21-26  {"type":0,"barrage":"11111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-21-26  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-10 00:21:26","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-21-35  房间人数为 5
2019-04-10-00-21-50  房间人数为 5
2019-04-10-00-22-05  房间人数为 5
2019-04-10-00-22-20  房间人数为 5
2019-04-10-00-22-35  房间人数为 5
2019-04-10-00-22-46  娃娃星球 666
2019-04-10-00-22-46  娃
2019-04-10-00-22-46  {"type":0,"barrage":"666","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-22-46  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-10 00:22:46","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-22-50  房间人数为 5
2019-04-10-00-23-05  房间人数为 5
2019-04-10-00-23-20  房间人数为 5
2019-04-10-00-23-28  娃娃星球 1
2019-04-10-00-23-28  娃
2019-04-10-00-23-28  {"type":0,"barrage":"1","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-23-28  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-10 00:23:28","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-23-35  房间人数为 5
2019-04-10-00-23-50  房间人数为 5
2019-04-10-00-24-05  房间人数为 5
2019-04-10-00-24-20  房间人数为 5
2019-04-10-00-24-35  房间人数为 5
2019-04-10-00-24-50  房间人数为 5
2019-04-10-00-25-05  房间人数为 5
2019-04-10-00-25-20  房间人数为 5
2019-04-10-00-25-35  房间人数为 5
2019-04-10-00-25-50  房间人数为 5
2019-04-10-00-26-05  房间人数为 5
2019-04-10-00-26-10  10799688025_bili 66
2019-04-10-00-26-10  娃
2019-04-10-00-26-10  {"type":0,"barrage":"66","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-26-10  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-10 00:26:10","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-26-20  房间人数为 5
2019-04-10-00-26-35  房间人数为 5
2019-04-10-00-26-50  房间人数为 5
2019-04-10-00-27-05  房间人数为 5
2019-04-10-00-27-16  10799688025_bili 1
2019-04-10-00-27-16  娃
2019-04-10-00-27-16  {"type":0,"barrage":"1","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-27-16  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-10 00:27:16","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-27-20  房间人数为 5
2019-04-10-00-27-35  房间人数为 5
2019-04-10-00-27-50  房间人数为 5
2019-04-10-00-28-05  房间人数为 5
2019-04-10-00-28-20  房间人数为 5
2019-04-10-00-28-35  房间人数为 5
2019-04-10-00-28-40  娃娃星球 1111
2019-04-10-00-28-40  娃
2019-04-10-00-28-40  {"type":0,"barrage":"1111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-28-40  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-10 00:28:40","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-28-50  房间人数为 5
2019-04-10-00-29-05  房间人数为 5
2019-04-10-00-29-20  房间人数为 5
2019-04-10-00-29-35  娃娃星球 点歌 我曾
2019-04-10-00-29-35  娃
2019-04-10-00-29-35  {"type":0,"barrage":"点歌我曾","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-29-35  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌我曾","addTime":"2019-04-10 00:29:35","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-29-35  房间人数为 5
2019-04-10-00-29-50  房间人数为 5
2019-04-10-00-30-05  房间人数为 5
2019-04-10-00-30-20  房间人数为 5
2019-04-10-00-30-35  房间人数为 5
2019-04-10-00-30-45  10799688025_bili 111
2019-04-10-00-30-46  娃
2019-04-10-00-30-46  {"type":0,"barrage":"111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-30-46  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"111","addTime":"2019-04-10 00:30:46","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-30-50  房间人数为 5
2019-04-10-00-31-05  房间人数为 5
2019-04-10-00-31-20  房间人数为 5
2019-04-10-00-31-35  房间人数为 5
2019-04-10-00-31-50  房间人数为 5
2019-04-10-00-32-00  10799688025_bili 66
2019-04-10-00-32-00  娃
2019-04-10-00-32-00  {"type":0,"barrage":"66","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-32-00  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-10 00:32:00","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-32-05  房间人数为 5
2019-04-10-00-32-20  房间人数为 5
2019-04-10-00-32-35  房间人数为 5
2019-04-10-00-32-50  房间人数为 5
2019-04-10-00-33-05  房间人数为 5
2019-04-10-00-33-20  房间人数为 5
2019-04-10-00-33-35  房间人数为 5
2019-04-10-00-33-50  房间人数为 5
2019-04-10-00-34-05  房间人数为 5
2019-04-10-00-34-17  娃娃星球 11111
2019-04-10-00-34-17  娃
2019-04-10-00-34-17  {"type":0,"barrage":"11111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-34-17  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11111","addTime":"2019-04-10 00:34:17","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-34-20  房间人数为 5
2019-04-10-00-34-35  房间人数为 5
2019-04-10-00-34-50  房间人数为 5
2019-04-10-00-35-05  房间人数为 5
2019-04-10-00-35-20  房间人数为 5
2019-04-10-00-35-35  房间人数为 5
2019-04-10-00-35-50  房间人数为 5
2019-04-10-00-36-05  房间人数为 5
2019-04-10-00-36-20  房间人数为 5
2019-04-10-00-36-35  房间人数为 5
2019-04-10-00-36-50  房间人数为 5
2019-04-10-00-37-05  房间人数为 5
2019-04-10-00-37-20  房间人数为 5
2019-04-10-00-37-35  房间人数为 5
2019-04-10-00-37-50  房间人数为 5
2019-04-10-00-37-53  我shi养猫人 666
2019-04-10-00-37-53  娃
2019-04-10-00-37-53  {"type":0,"barrage":"666","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-37-53  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"666","addTime":"2019-04-10 00:37:53","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-38-05  房间人数为 5
2019-04-10-00-38-20  房间人数为 5
2019-04-10-00-38-35  房间人数为 5
2019-04-10-00-38-50  房间人数为 5
2019-04-10-00-39-05  房间人数为 5
2019-04-10-00-39-20  房间人数为 5
2019-04-10-00-39-35  房间人数为 5
2019-04-10-00-39-50  房间人数为 5
2019-04-10-00-40-05  房间人数为 5
2019-04-10-00-40-20  房间人数为 5
2019-04-10-00-40-35  房间人数为 4
2019-04-10-00-40-50  房间人数为 4
2019-04-10-00-41-05  房间人数为 4
2019-04-10-00-41-20  房间人数为 4
2019-04-10-00-41-35  房间人数为 5
2019-04-10-00-41-43  娃娃星球 11
2019-04-10-00-41-43  娃
2019-04-10-00-41-43  {"type":0,"barrage":"11","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-41-43  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11","addTime":"2019-04-10 00:41:43","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-41-50  房间人数为 5
2019-04-10-00-42-05  房间人数为 5
2019-04-10-00-42-20  房间人数为 5
2019-04-10-00-42-35  房间人数为 5
2019-04-10-00-42-50  房间人数为 5
2019-04-10-00-43-05  房间人数为 5
2019-04-10-00-43-20  房间人数为 5
2019-04-10-00-43-35  房间人数为 5
2019-04-10-00-43-50  房间人数为 5
2019-04-10-00-44-05  房间人数为 5
2019-04-10-00-44-20  房间人数为 5
2019-04-10-00-44-35  房间人数为 5
2019-04-10-00-44-50  房间人数为 5
2019-04-10-00-45-05  房间人数为 5
2019-04-10-00-45-20  房间人数为 5
2019-04-10-00-45-35  房间人数为 5
2019-04-10-00-45-50  房间人数为 5
2019-04-10-00-46-05  房间人数为 5
2019-04-10-00-46-20  房间人数为 5
2019-04-10-00-46-35  房间人数为 5
2019-04-10-00-46-50  房间人数为 5
2019-04-10-00-47-02  娃娃星球 6
2019-04-10-00-47-02  娃
2019-04-10-00-47-02  {"type":0,"barrage":"6","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-47-02  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-10 00:47:02","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-47-05  房间人数为 5
2019-04-10-00-47-20  房间人数为 5
2019-04-10-00-47-35  房间人数为 5
2019-04-10-00-47-50  房间人数为 5
2019-04-10-00-48-05  房间人数为 5
2019-04-10-00-48-20  房间人数为 5
2019-04-10-00-48-23  我shi养猫人 点歌 水星记
2019-04-10-00-48-23  娃
2019-04-10-00-48-23  {"type":0,"barrage":"点歌水星记","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-48-23  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌水星记","addTime":"2019-04-10 00:48:23","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-48-35  房间人数为 5
2019-04-10-00-48-50  房间人数为 5
2019-04-10-00-49-05  房间人数为 5
2019-04-10-00-49-20  房间人数为 5
2019-04-10-00-49-35  房间人数为 5
2019-04-10-00-49-48  娃娃星球 66
2019-04-10-00-49-48  娃
2019-04-10-00-49-48  {"type":0,"barrage":"66","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-49-48  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-10 00:49:48","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-49-50  房间人数为 5
2019-04-10-00-50-05  房间人数为 5
2019-04-10-00-50-20  房间人数为 5
2019-04-10-00-50-35  房间人数为 5
2019-04-10-00-50-50  房间人数为 5
2019-04-10-00-50-53  10799688025_bili 超级智能
2019-04-10-00-50-53  娃
2019-04-10-00-50-53  {"type":0,"barrage":"超级智能","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-00-50-53  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"超级智能","addTime":"2019-04-10 00:50:53","control":0,"nick":"10799688025_bili","balance":66400,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-51-05  房间人数为 5
2019-04-10-00-51-20  房间人数为 5
2019-04-10-00-51-31  我shi养猫人 1
2019-04-10-00-51-31  娃
2019-04-10-00-51-31  {"type":0,"barrage":"1","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-51-31  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1","addTime":"2019-04-10 00:51:31","control":0,"nick":"我shi养猫人","balance":94300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-51-35  房间人数为 5
2019-04-10-00-51-50  房间人数为 5
2019-04-10-00-52-03  娃娃星球 11
2019-04-10-00-52-03  娃
2019-04-10-00-52-03  {"type":0,"barrage":"11","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-00-52-03  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"11","addTime":"2019-04-10 00:52:03","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-52-05  房间人数为 5
2019-04-10-00-52-20  房间人数为 5
2019-04-10-00-52-35  房间人数为 5
2019-04-10-00-52-50  房间人数为 5
2019-04-10-00-53-05  房间人数为 5
2019-04-10-00-53-20  房间人数为 5
2019-04-10-00-53-35  房间人数为 5
2019-04-10-00-53-50  房间人数为 5
2019-04-10-00-54-05  房间人数为 5
2019-04-10-00-54-20  房间人数为 5
2019-04-10-00-54-35  房间人数为 5
2019-04-10-00-54-50  房间人数为 5
2019-04-10-00-55-05  房间人数为 5
2019-04-10-00-55-20  房间人数为 5
2019-04-10-00-55-35  房间人数为 5
2019-04-10-00-55-50  房间人数为 5
2019-04-10-00-56-05  房间人数为 5
2019-04-10-00-56-20  房间人数为 5
2019-04-10-00-56-35  房间人数为 5
2019-04-10-00-56-50  房间人数为 5
2019-04-10-00-57-05  房间人数为 5
2019-04-10-00-57-19  我shi养猫人 66
2019-04-10-00-57-19  娃
2019-04-10-00-57-19  {"type":0,"barrage":"66","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-00-57-19  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-10 00:57:19","control":0,"nick":"我shi养猫人","balance":94200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-00-57-20  房间人数为 5
2019-04-10-00-57-35  房间人数为 5
2019-04-10-00-57-50  房间人数为 5
2019-04-10-00-58-05  房间人数为 5
2019-04-10-00-58-20  房间人数为 5
2019-04-10-00-58-35  房间人数为 5
2019-04-10-00-58-50  房间人数为 5
2019-04-10-00-59-05  房间人数为 5
2019-04-10-00-59-20  房间人数为 5
2019-04-10-00-59-35  房间人数为 5
2019-04-10-00-59-50  房间人数为 5
2019-04-10-01-00-05  房间人数为 5
2019-04-10-01-00-20  房间人数为 5
2019-04-10-01-00-35  房间人数为 6
2019-04-10-01-00-38  娃娃星球 点歌 我曾
2019-04-10-01-00-38  娃
2019-04-10-01-00-38  {"type":0,"barrage":"点歌我曾","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-01-00-38  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌我曾","addTime":"2019-04-10 01:00:38","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-00-50  房间人数为 6
2019-04-10-01-01-05  房间人数为 6
2019-04-10-01-01-20  房间人数为 6
2019-04-10-01-01-28  我shi养猫人 我的余额
2019-04-10-01-01-28  娃
2019-04-10-01-01-28  {"type":0,"barrage":"我的余额","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-10-01-01-29  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-10 01:01:29","control":0,"nick":"我shi养猫人","balance":94200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-01-29  
2019-04-10-01-01-30  喵哩喵哩点砍木 #@我shi养猫人用户余额为94200
2019-04-10-01-01-35  房间人数为 7
2019-04-10-01-01-50  房间人数为 7
2019-04-10-01-02-01  娃娃星球 66
2019-04-10-01-02-01  娃
2019-04-10-01-02-01  {"type":0,"barrage":"66","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-01-02-01  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"66","addTime":"2019-04-10 01:02:01","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-02-05  房间人数为 7
2019-04-10-01-02-20  房间人数为 7
2019-04-10-01-02-35  房间人数为 7
2019-04-10-01-02-50  房间人数为 7
2019-04-10-01-03-05  房间人数为 7
2019-04-10-01-03-20  房间人数为 7
2019-04-10-01-03-35  房间人数为 7
2019-04-10-01-03-38  我shi养猫人 抓x2y3
2019-04-10-01-03-38  
2019-04-10-01-03-39  喵哩喵哩点砍木 #@我shi养猫人 机器被占用
2019-04-10-01-03-50  房间人数为 7
2019-04-10-01-04-05  房间人数为 7
2019-04-10-01-04-20  房间人数为 7
2019-04-10-01-04-35  房间人数为 7
2019-04-10-01-04-50  房间人数为 7
2019-04-10-01-05-05  房间人数为 7
2019-04-10-01-05-16  娃娃星球 1111
2019-04-10-01-05-16  娃
2019-04-10-01-05-16  {"type":0,"barrage":"1111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-01-05-16  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"1111","addTime":"2019-04-10 01:05:16","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-05-20  房间人数为 7
2019-04-10-01-05-35  房间人数为 7
2019-04-10-01-05-50  房间人数为 7
2019-04-10-01-06-05  房间人数为 7
2019-04-10-01-06-20  房间人数为 7
2019-04-10-01-06-35  房间人数为 7
2019-04-10-01-06-47  娃娃星球 点歌 多调利想在平庸的生活拥抱你
2019-04-10-01-06-47  娃
2019-04-10-01-06-47  {"type":0,"barrage":"点歌多调利想在平庸的生活拥抱你","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-10-01-06-47  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌多调利想在平庸的生活拥抱你","addTime":"2019-04-10 01:06:47","control":0,"nick":"娃娃星球","balance":35000,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-06-50  房间人数为 7
2019-04-10-01-07-05  房间人数为 7
2019-04-10-01-07-20  房间人数为 7
2019-04-10-01-07-35  房间人数为 6
2019-04-10-01-07-50  房间人数为 6
2019-04-10-01-08-02  10799688025_bili 6
2019-04-10-01-08-02  娃
2019-04-10-01-08-02  {"type":0,"barrage":"6","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-10-01-08-02  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-10 01:08:02","control":0,"nick":"10799688025_bili","balance":66300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-10-01-08-05  房间人数为 6
2019-04-10-01-08-20  房间人数为 6
2019-04-10-01-08-35  房间人数为 6
2019-04-10-01-08-50  房间人数为 6
2019-04-10-01-09-05  房间人数为 6
2019-04-10-01-09-20  房间人数为 6
2019-04-10-01-09-35  房间人数为 6
