2019-04-01-00-00-00  次日数据更新
2019-04-01-01-19-35  房间人数为 8
2019-04-01-01-19-50  房间人数为 8
2019-04-01-01-20-05  房间人数为 8
2019-04-01-01-20-20  房间人数为 8
2019-04-01-01-20-35  房间人数为 9
2019-04-01-01-20-50  房间人数为 9
2019-04-01-01-21-05  房间人数为 9
2019-04-01-01-21-20  房间人数为 9
2019-04-01-01-21-35  房间人数为 8
2019-04-01-01-21-50  房间人数为 8
2019-04-01-01-22-05  房间人数为 8
2019-04-01-01-22-20  房间人数为 8
2019-04-01-01-22-35  房间人数为 8
2019-04-01-01-22-50  房间人数为 8
2019-04-01-01-23-05  房间人数为 8
2019-04-01-01-23-20  房间人数为 8
2019-04-01-01-23-35  房间人数为 8
2019-04-01-01-23-50  房间人数为 8
2019-04-01-01-24-05  房间人数为 8
2019-04-01-01-24-20  房间人数为 8
2019-04-01-01-24-35  房间人数为 8
2019-04-01-01-24-50  房间人数为 8
2019-04-01-01-25-05  房间人数为 8
2019-04-01-01-25-20  房间人数为 8
2019-04-01-01-25-35  房间人数为 8
2019-04-01-01-25-50  房间人数为 8
2019-04-01-01-26-05  房间人数为 8
2019-04-01-01-26-20  房间人数为 8
2019-04-01-01-26-35  房间人数为 8
2019-04-01-01-26-50  房间人数为 8
2019-04-01-01-27-05  房间人数为 8
2019-04-01-01-27-20  房间人数为 8
2019-04-01-01-27-35  房间人数为 8
2019-04-01-01-27-50  房间人数为 8
2019-04-01-01-28-05  房间人数为 8
2019-04-01-01-28-20  房间人数为 8
2019-04-01-01-28-35  房间人数为 8
2019-04-01-01-28-50  房间人数为 8
2019-04-01-01-29-05  房间人数为 8
2019-04-01-01-29-20  房间人数为 8
2019-04-01-01-29-35  房间人数为 8
2019-04-01-01-29-50  房间人数为 8
2019-04-01-01-30-05  房间人数为 8
2019-04-01-01-30-20  房间人数为 8
2019-04-01-01-30-35  房间人数为 9
2019-04-01-01-30-50  房间人数为 9
2019-04-01-01-31-05  房间人数为 9
2019-04-01-01-31-20  房间人数为 9
2019-04-01-01-31-35  房间人数为 9
2019-04-01-01-31-50  房间人数为 9
2019-04-01-01-32-05  房间人数为 9
2019-04-01-01-32-20  房间人数为 9
2019-04-01-01-32-35  房间人数为 9
2019-04-01-01-32-50  房间人数为 9
2019-04-01-01-33-05  房间人数为 9
2019-04-01-01-33-20  房间人数为 9
2019-04-01-01-33-35  房间人数为 9
2019-04-01-01-33-50  房间人数为 9
2019-04-01-01-34-05  房间人数为 9
2019-04-01-01-34-20  房间人数为 9
2019-04-01-01-34-35  房间人数为 9
2019-04-01-01-34-50  房间人数为 9
2019-04-01-01-35-05  房间人数为 9
2019-04-01-01-35-20  房间人数为 9
2019-04-01-01-35-35  房间人数为 9
2019-04-01-01-35-50  房间人数为 9
2019-04-01-01-36-05  房间人数为 9
2019-04-01-01-36-20  房间人数为 9
2019-04-01-01-36-35  房间人数为 9
2019-04-01-01-36-50  房间人数为 9
2019-04-01-01-37-05  房间人数为 9
2019-04-01-01-37-20  房间人数为 9
2019-04-01-01-37-35  房间人数为 9
2019-04-01-01-37-50  房间人数为 9
2019-04-01-01-38-05  房间人数为 9
2019-04-01-01-38-20  房间人数为 9
2019-04-01-01-38-35  房间人数为 9
2019-04-01-01-38-50  房间人数为 9
2019-04-01-01-39-05  房间人数为 9
2019-04-01-01-39-20  房间人数为 9
2019-04-01-01-39-35  房间人数为 9
2019-04-01-01-39-50  房间人数为 9
2019-04-01-01-40-05  房间人数为 9
2019-04-01-01-40-20  房间人数为 9
2019-04-01-01-40-35  房间人数为 10
2019-04-01-01-40-50  房间人数为 10
2019-04-01-01-40-51  超次元旅人 投食~喵
2019-04-01-01-40-51  {"type":0,"barrage":"投食~喵","nick":"超次元旅人","sid":"374780711","giftNum":0,"source":1,"optId":10}

2019-04-01-01-40-51  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"投食~喵","addTime":"2019-04-01 01:40:51","control":0,"nick":"超次元旅人","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-01-01-41-05  房间人数为 10
2019-04-01-01-41-20  房间人数为 10
2019-04-01-01-41-35  房间人数为 10
2019-04-01-01-41-50  房间人数为 10
2019-04-01-01-42-05  房间人数为 10
2019-04-01-01-42-20  房间人数为 10
2019-04-01-01-42-35  房间人数为 10
2019-04-01-01-42-50  房间人数为 10
2019-04-01-01-43-05  房间人数为 10
2019-04-01-01-43-20  房间人数为 10
2019-04-01-01-43-35  房间人数为 10
2019-04-01-01-43-50  房间人数为 10
2019-04-01-01-44-05  房间人数为 10
2019-04-01-01-44-20  房间人数为 10
2019-04-01-01-44-35  房间人数为 9
2019-04-01-01-44-50  房间人数为 9
2019-04-01-01-45-05  房间人数为 9
2019-04-01-01-45-20  房间人数为 9
2019-04-01-01-45-35  房间人数为 10
2019-04-01-01-45-50  房间人数为 10
2019-04-01-01-46-05  房间人数为 10
2019-04-01-01-46-20  房间人数为 10
2019-04-01-01-46-35  房间人数为 10
2019-04-01-01-46-50  房间人数为 10
2019-04-01-01-47-05  房间人数为 10
2019-04-01-01-47-20  房间人数为 10
2019-04-01-01-47-35  房间人数为 10
2019-04-01-01-47-50  房间人数为 10
2019-04-01-01-48-05  房间人数为 10
2019-04-01-01-48-20  房间人数为 10
2019-04-01-01-48-35  房间人数为 9
2019-04-01-01-48-50  房间人数为 9
2019-04-01-01-49-05  房间人数为 9
2019-04-01-01-49-20  房间人数为 10
2019-04-01-01-49-35  房间人数为 10
2019-04-01-01-49-50  房间人数为 10
2019-04-01-01-50-05  房间人数为 10
2019-04-01-01-50-20  房间人数为 10
2019-04-01-01-50-35  房间人数为 10
2019-04-01-01-50-50  房间人数为 10
2019-04-01-01-51-05  房间人数为 10
2019-04-01-01-51-20  房间人数为 10
2019-04-01-01-51-35  房间人数为 10
2019-04-01-01-51-50  房间人数为 10
2019-04-01-01-52-05  房间人数为 10
2019-04-01-01-52-20  房间人数为 10
2019-04-01-01-52-35  房间人数为 10
2019-04-01-01-52-50  房间人数为 10
2019-04-01-01-53-05  房间人数为 10
2019-04-01-01-53-20  房间人数为 10
2019-04-01-01-53-35  房间人数为 10
2019-04-01-01-53-50  房间人数为 10
2019-04-01-01-54-05  房间人数为 10
2019-04-01-01-54-20  房间人数为 10
2019-04-01-01-54-35  房间人数为 10
2019-04-01-01-54-50  房间人数为 10
2019-04-01-01-55-05  房间人数为 10
2019-04-01-01-55-20  房间人数为 10
2019-04-01-01-55-35  房间人数为 10
2019-04-01-01-55-50  房间人数为 10
2019-04-01-01-56-05  房间人数为 10
2019-04-01-01-56-20  房间人数为 10
2019-04-01-01-56-35  房间人数为 10
2019-04-01-01-56-50  房间人数为 10
2019-04-01-01-57-05  房间人数为 10
2019-04-01-01-57-20  房间人数为 10
2019-04-01-01-57-35  房间人数为 10
2019-04-01-01-57-50  房间人数为 10
2019-04-01-01-58-05  房间人数为 10
2019-04-01-01-58-20  房间人数为 10
2019-04-01-01-58-35  房间人数为 10
2019-04-01-01-58-50  房间人数为 10
2019-04-01-01-59-05  房间人数为 10
2019-04-01-01-59-20  房间人数为 10
2019-04-01-01-59-35  房间人数为 10
2019-04-01-01-59-50  房间人数为 10
2019-04-01-02-00-05  房间人数为 10
2019-04-01-02-00-20  房间人数为 10
2019-04-01-02-00-35  房间人数为 10
2019-04-01-02-00-50  房间人数为 10
2019-04-01-02-01-05  房间人数为 10
2019-04-01-02-01-20  房间人数为 10
2019-04-01-02-01-35  房间人数为 10
2019-04-01-02-01-50  房间人数为 10
2019-04-01-02-02-05  房间人数为 10
2019-04-01-02-02-20  房间人数为 10
2019-04-01-02-02-35  房间人数为 10
2019-04-01-02-02-50  房间人数为 10
2019-04-01-02-03-05  房间人数为 10
2019-04-01-02-03-20  房间人数为 10
2019-04-01-02-03-35  房间人数为 10
2019-04-01-02-03-50  房间人数为 10
2019-04-01-02-04-05  房间人数为 10
2019-04-01-02-04-20  房间人数为 10
2019-04-01-02-04-35  房间人数为 10
2019-04-01-02-04-50  房间人数为 10
2019-04-01-02-05-05  房间人数为 10
2019-04-01-02-05-20  房间人数为 10
2019-04-01-02-05-35  房间人数为 10
2019-04-01-02-05-50  房间人数为 10
2019-04-01-02-06-05  房间人数为 10
2019-04-01-02-06-20  房间人数为 10
2019-04-01-02-06-35  房间人数为 10
2019-04-01-02-06-50  房间人数为 10
2019-04-01-02-07-05  房间人数为 10
2019-04-01-02-07-20  房间人数为 10
2019-04-01-02-07-35  房间人数为 10
2019-04-01-02-07-50  房间人数为 10
2019-04-01-02-08-05  房间人数为 10
2019-04-01-02-08-20  房间人数为 10
2019-04-01-02-08-35  房间人数为 10
2019-04-01-02-08-50  房间人数为 10
2019-04-01-02-09-05  房间人数为 10
2019-04-01-02-09-20  房间人数为 10
2019-04-01-02-09-35  房间人数为 10
2019-04-01-02-09-50  房间人数为 10
2019-04-01-02-10-05  房间人数为 10
2019-04-01-02-10-20  房间人数为 10
2019-04-01-02-10-35  房间人数为 11
2019-04-01-02-10-50  房间人数为 11
2019-04-01-02-11-05  房间人数为 11
2019-04-01-02-11-20  房间人数为 11
2019-04-01-02-11-35  房间人数为 11
2019-04-01-02-11-50  房间人数为 11
2019-04-01-02-12-05  房间人数为 11
2019-04-01-02-12-20  房间人数为 11
2019-04-01-02-12-35  房间人数为 11
2019-04-01-02-12-50  房间人数为 11
2019-04-01-02-13-05  房间人数为 11
2019-04-01-02-13-20  房间人数为 11
2019-04-01-02-13-35  房间人数为 11
2019-04-01-02-13-50  房间人数为 11
2019-04-01-02-14-05  房间人数为 11
2019-04-01-02-14-20  房间人数为 11
2019-04-01-02-14-35  房间人数为 11
2019-04-01-02-14-50  房间人数为 11
2019-04-01-02-15-05  房间人数为 11
2019-04-01-02-15-20  房间人数为 11
2019-04-01-02-15-35  房间人数为 10
2019-04-01-02-15-50  房间人数为 10
2019-04-01-02-16-05  房间人数为 10
2019-04-01-02-16-20  房间人数为 10
2019-04-01-02-16-35  房间人数为 10
2019-04-01-02-16-50  房间人数为 10
2019-04-01-02-17-05  房间人数为 10
2019-04-01-02-17-20  房间人数为 10
2019-04-01-02-17-35  房间人数为 10
2019-04-01-02-17-50  房间人数为 10
2019-04-01-02-18-05  房间人数为 10
2019-04-01-02-18-20  房间人数为 10
2019-04-01-02-18-35  房间人数为 10
2019-04-01-02-18-50  房间人数为 10
2019-04-01-02-19-05  房间人数为 10
2019-04-01-02-19-20  房间人数为 10
2019-04-01-02-19-35  房间人数为 10
2019-04-01-02-19-50  房间人数为 10
2019-04-01-02-20-05  房间人数为 10
2019-04-01-02-20-20  房间人数为 10
2019-04-01-02-20-35  房间人数为 10
2019-04-01-02-20-50  房间人数为 10
2019-04-01-02-21-05  房间人数为 10
2019-04-01-02-21-20  房间人数为 10
2019-04-01-02-21-35  房间人数为 10
2019-04-01-02-21-50  房间人数为 10
2019-04-01-02-22-05  房间人数为 10
2019-04-01-02-22-20  房间人数为 10
2019-04-01-02-22-35  房间人数为 10
2019-04-01-02-22-50  房间人数为 10
2019-04-01-02-23-05  房间人数为 10
2019-04-01-02-23-20  房间人数为 10
2019-04-01-02-23-35  房间人数为 10
2019-04-01-02-23-50  房间人数为 10
2019-04-01-02-24-05  房间人数为 10
2019-04-01-02-24-20  房间人数为 10
2019-04-01-02-24-35  房间人数为 11
2019-04-01-02-24-50  房间人数为 11
2019-04-01-02-25-05  房间人数为 11
2019-04-01-02-25-20  房间人数为 11
2019-04-01-02-25-35  房间人数为 11
2019-04-01-02-25-50  房间人数为 11
2019-04-01-02-26-05  房间人数为 11
2019-04-01-02-26-20  房间人数为 11
2019-04-01-02-26-35  房间人数为 11
2019-04-01-02-26-50  房间人数为 11
2019-04-01-02-27-05  房间人数为 11
2019-04-01-02-27-20  房间人数为 11
2019-04-01-02-27-35  房间人数为 11
2019-04-01-02-27-50  房间人数为 11
2019-04-01-02-28-05  房间人数为 11
2019-04-01-02-28-20  房间人数为 11
2019-04-01-02-28-35  房间人数为 11
2019-04-01-02-28-50  房间人数为 11
2019-04-01-02-29-05  房间人数为 11
2019-04-01-02-29-20  房间人数为 11
2019-04-01-02-29-35  房间人数为 11
2019-04-01-02-29-50  房间人数为 11
2019-04-01-02-30-05  房间人数为 11
2019-04-01-02-30-20  房间人数为 10
2019-04-01-02-30-35  房间人数为 10
2019-04-01-02-30-50  房间人数为 10
2019-04-01-02-31-05  房间人数为 10
2019-04-01-02-31-20  房间人数为 10
2019-04-01-02-31-35  房间人数为 10
2019-04-01-02-31-50  房间人数为 10
2019-04-01-02-32-05  房间人数为 10
2019-04-01-02-32-20  房间人数为 10
2019-04-01-02-32-35  房间人数为 10
2019-04-01-02-32-50  房间人数为 10
2019-04-01-02-33-05  房间人数为 10
2019-04-01-02-33-20  房间人数为 10
2019-04-01-02-33-35  房间人数为 10
2019-04-01-02-33-50  房间人数为 10
2019-04-01-02-34-05  房间人数为 10
2019-04-01-02-34-20  房间人数为 10
2019-04-01-02-34-35  房间人数为 10
2019-04-01-02-34-50  房间人数为 10
2019-04-01-02-35-05  房间人数为 10
2019-04-01-02-35-20  房间人数为 10
2019-04-01-02-35-35  房间人数为 10
2019-04-01-02-35-50  房间人数为 10
2019-04-01-02-36-05  房间人数为 10
2019-04-01-02-36-20  房间人数为 10
2019-04-01-02-36-35  房间人数为 10
2019-04-01-02-36-50  房间人数为 10
2019-04-01-02-37-05  房间人数为 10
2019-04-01-02-37-20  房间人数为 10
2019-04-01-02-37-35  房间人数为 10
2019-04-01-02-37-50  房间人数为 10
2019-04-01-02-38-05  房间人数为 10
2019-04-01-02-38-20  房间人数为 10
2019-04-01-02-38-35  房间人数为 10
2019-04-01-02-38-50  房间人数为 10
2019-04-01-02-39-05  房间人数为 10
2019-04-01-02-39-20  房间人数为 10
2019-04-01-02-39-35  房间人数为 10
2019-04-01-02-39-50  房间人数为 10
2019-04-01-02-40-05  房间人数为 10
2019-04-01-02-40-20  房间人数为 10
2019-04-01-02-40-35  房间人数为 10
2019-04-01-02-40-50  房间人数为 10
2019-04-01-02-41-05  房间人数为 10
2019-04-01-02-41-20  房间人数为 10
2019-04-01-02-41-35  房间人数为 10
2019-04-01-02-41-50  房间人数为 10
2019-04-01-02-42-05  房间人数为 10
2019-04-01-02-42-20  房间人数为 10
2019-04-01-02-42-35  房间人数为 10
2019-04-01-02-42-50  房间人数为 10
2019-04-01-02-43-05  房间人数为 10
